year,country,npopuli999,rcaincj992,rdiincj992,rhwealj992,rptincj992,gcaincj992,gdiincj992,ghwealj992,gptincj992
2015,BG,7309253,8.86934471130371,8.25863933563232,57.9918670654297,10.8890380859375,0.463888200499049,0.446613177022023,0.729924790890777,0.505359025649994
2016,BG,7245975,10.516170501709,10.0463581085205,59.2789001464844,13.0868291854858,0.494972946192789,0.484987633700641,0.732874891070423,0.53960224842379
2017,BG,7182428,10.8629493713379,10.7182779312134,61.2805824279785,14.0933275222778,0.500818035440275,0.498278905958415,0.73756170245295,0.553680260768559
2018,BG,7117431,11.0081949234009,10.7110376358032,61.5958480834961,13.9937038421631,0.503214660199376,0.498542565449668,0.738583793708031,0.553042314279978
2019,BG,7052532,9.92193603515625,10.0552196502685,61.5158996582031,12.933671951294,0.482151207827386,0.485695808072251,0.738174634063213,0.537111197874765
2020,BG,6979175,9.95364379882812,10.383448600769,61.5224609375,13.4370174407959,0.482789077601588,0.492251432573283,0.738200773160074,0.545438433082751
2021,BG,6885868,9.95035552978516,10.5099449157715,61.529182434082,13.6001348495483,0.482721741792652,0.494697066586369,0.738200773160074,0.547726717550916
2022,BG,6781953,NaN,10.4985275268555,NaN,13.5854063034058,NaN,0.494476386732089,0.741162390407027,0.547519858224376
1980,BH,362595,NaN,23.9427356719971,NaN,25.3164863586426,NaN,0.642540724972669,NaN,0.650637437032231
1981,BH,377430,NaN,23.6251792907715,NaN,25.3164863586426,NaN,0.640418592203915,NaN,0.650637454027674
1982,BH,391017,NaN,23.7924308776856,NaN,25.3164863586426,NaN,0.641534024183557,NaN,0.650637409092553
1983,BH,404772,NaN,23.8570995330811,NaN,25.3164863586426,NaN,0.641944922579903,NaN,0.650637475824908
1984,BH,419217,NaN,24.0834350585938,NaN,25.3164863586426,NaN,0.643303664890105,NaN,0.650637464520798
1985,BH,434375,NaN,23.9001617431641,NaN,25.3164863586426,NaN,0.642078675368133,NaN,0.650637406763053
1986,BH,450196,NaN,23.7705497741699,NaN,25.3164863586426,NaN,0.641191865795264,NaN,0.650637349428507
1987,BH,466565,NaN,23.8408889770508,NaN,25.3164863586426,NaN,0.641659063869824,NaN,0.650637415029735
1988,BH,483337,NaN,23.8528308868408,NaN,25.3164863586426,NaN,0.641899184365656,NaN,0.650637440303683
1989,BH,500349,NaN,24.1760368347168,NaN,25.3164882659912,NaN,0.643918400258976,NaN,0.6506374656704
1990,BH,517418,NaN,23.9412307739258,NaN,25.3164863586426,NaN,0.642380878966058,NaN,0.650637414098412
1991,BH,535415,NaN,23.8173294067383,NaN,25.3164863586426,NaN,0.641616449857246,NaN,0.650637384062065
1992,BH,554470,NaN,23.899435043335,NaN,25.3164863586426,NaN,0.64218421917343,NaN,0.650637415144956
1993,BH,573755,NaN,23.5645236968994,NaN,25.3164863586426,NaN,0.640062933420595,NaN,0.650637441223182
1994,BH,593254,NaN,23.3799209594727,NaN,25.3164863586426,NaN,0.638830635754509,NaN,0.650637387787356
1995,BH,612934,NaN,23.7583065032959,131.257110595703,25.3164863586426,NaN,0.641338772878115,0.840684273777697,0.650637408161231
1996,BH,632756,NaN,23.4525699615479,130.797515869141,25.2316970825195,NaN,0.638965337561494,0.839438249281784,0.649782001449147
1997,BH,652643,NaN,23.8262615203857,110.596382141113,25.1461658477783,NaN,0.640964317612045,0.797997339297211,0.648917942616563
1998,BH,672484,NaN,23.4437065124512,110.516960144043,25.0598659515381,NaN,0.638176261823858,0.79794786662714,0.648045113412778
1999,BH,692133,NaN,22.9058074951172,110.437423706055,24.9727954864502,NaN,0.634239267912776,0.797869128529783,0.647163607045947
2000,BH,711442,NaN,23.1142330169678,110.358200073242,24.8849449157715,NaN,0.635388713684904,0.797839584392193,0.646273047668856
2001,BH,730257,NaN,22.6516036987305,110.279083251953,24.7963027954102,NaN,0.631807076744437,0.797821301977081,0.645373375830083
2002,BH,748324,NaN,22.6789703369141,110.200073242188,24.7068462371826,NaN,0.631656241708583,0.797801222622098,0.644464389819831
2003,BH,778256,NaN,23.3127479553223,110.121154785156,24.6165866851807,NaN,0.635571341544455,0.797782705216378,0.643546083986195
2004,BH,833451,NaN,22.8185367584229,110.042999267578,24.5255107879639,NaN,0.631920560087444,0.797694068452984,0.642618237179839
2005,BH,901921,NaN,23.0337581634521,109.964057922363,24.4335842132568,NaN,0.633184024767893,0.797660097065091,0.641680614392577
2006,BH,970981,NaN,22.9506454467773,109.729606628418,24.6748332977295,NaN,0.633078172843646,0.797610433130529,0.643597005077915
2007,BH,1040532,NaN,23.1563377380371,109.573516845703,24.9234828948975,NaN,0.634920108024673,0.797525310600832,0.645553507481011
2008,BH,1110343,NaN,22.6575870513916,109.495819091797,25.1798610687256,NaN,0.631992145183872,0.797525310600832,0.647551540008379
2009,BH,1179453,NaN,22.5268211364746,109.340744018555,25.4443435668945,NaN,0.631639238391358,0.797367709835697,0.649592272871665
2010,BH,1213645,NaN,23.2545013427734,109.263565063477,25.717342376709,NaN,0.63703507683713,0.797337028839564,0.651677262889834
2011,BH,1212077,NaN,22.0792922973633,109.109497070312,25.9992618560791,NaN,0.629246759652624,0.797304321693304,0.653807771667495
2012,BH,1224939,NaN,23.1670227050781,109.033042907715,26.2905139923096,NaN,0.63742410829704,0.797304321693304,0.655985558726798
2013,BH,1261673,NaN,22.7613086700439,108.956039428711,26.5916252136231,NaN,0.635171192924744,0.797247560623731,0.658212046307611
2014,BH,1311134,NaN,22.7990341186523,108.72688293457,26.90305519104,NaN,0.635936958305876,0.796988885998445,0.660488751076898
2015,BH,1362142,NaN,22.7995586395264,108.196983337402,27.2253551483154,NaN,0.636512828674071,0.796506589086619,0.662817719222275
2016,BH,1409661,NaN,23.0189476013184,108.272399902344,27.2253723144531,NaN,0.638031767933214,0.796506589086619,0.662817821989094
2017,BH,1456834,NaN,22.9912338256836,108.347694396973,27.2253723144531,NaN,0.637810791416911,0.796788775505746,0.662817818554842
2018,BH,1487340,NaN,23.3435153961182,108.423309326172,27.2253723144531,NaN,0.640182216814239,0.796788775505746,0.662817778972439
2019,BH,1494188,NaN,23.1301651000977,108.499008178711,27.2253723144531,NaN,0.638735905903658,0.796808576690353,0.66281769844214
2020,BH,1477469,NaN,23.0713367462158,108.574798583984,27.2253551483154,NaN,0.638260180229921,0.796808576690353,0.662817730980223
2021,BH,1463265,NaN,23.0713710784912,108.650901794434,27.2253723144531,NaN,0.638260255839853,0.796911217984132,0.662817771843194
2022,BH,1472233,NaN,23.0713710784912,NaN,27.2253723144531,NaN,0.638260289960456,0.797808991762821,0.662817771843194
1980,BI,4312834,NaN,9.97866344451904,NaN,13.2461032867432,NaN,0.480953612920393,NaN,0.539709445762085
1981,BI,4490743,NaN,10.0469522476196,NaN,13.2461032867432,NaN,0.4828034522275,NaN,0.539709453911158
1982,BI,4602271,NaN,9.74289417266846,NaN,13.2460975646973,NaN,0.476147032206803,NaN,0.539709378229375
1983,BI,4726506,NaN,9.9984302520752,NaN,13.2460985183716,NaN,0.481761641667207,NaN,0.539709391384307
1984,BI,4842268,NaN,9.83823490142822,NaN,13.2461032867432,NaN,0.477988528475448,NaN,0.539709466716843
1985,BI,4948024,NaN,9.86243629455566,NaN,13.2460985183716,NaN,0.478304091019144,NaN,0.53970942141946
1986,BI,5041706,NaN,9.49581432342529,NaN,13.2461032867432,NaN,0.469842337352414,NaN,0.539709452048513
1987,BI,5157769,NaN,9.97221851348877,NaN,13.2461032867432,NaN,0.480803246695252,NaN,0.53970945111719
1988,BI,5271840,NaN,9.45662593841553,NaN,13.2460975646973,NaN,0.468966110783022,NaN,0.539709368217657
1989,BI,5373697,NaN,9.56430339813232,NaN,13.2461032867432,NaN,0.471306889820898,NaN,0.539709445762085
1990,BI,5483793,NaN,9.63493251800537,NaN,13.2460975646973,NaN,0.473320793647375,NaN,0.53970938533071
1991,BI,5594828,NaN,9.36554336547852,NaN,13.2460975646973,NaN,0.467042728317942,NaN,0.53970938533071
1992,BI,5743085,NaN,9.21304607391357,NaN,13.2460975646973,NaN,0.463254833030831,NaN,0.539709368217657
1993,BI,5555220,NaN,10.3162727355957,NaN,14.131157875061,NaN,0.487212194439351,NaN,0.551345694911079
1994,BI,5586408,NaN,10.7775421142578,NaN,15.0798063278198,NaN,0.495070023779354,NaN,0.56294500280416
1995,BI,5932783,NaN,10.1107053756714,66.5072174072266,16.0991706848144,NaN,0.478967053736241,0.748013362576188,0.574507576752888
1996,BI,5930507,NaN,14.252161026001,69.6238784790039,17.1974620819092,NaN,0.551389515149443,0.7539315743565,0.586033791484827
1997,BI,5923862,NaN,16.072774887085,78.5984878540039,18.384220123291,NaN,0.573737561282854,0.767005902134571,0.597523583994098
1998,BI,6035340,NaN,17.1499347686768,92.1840209960938,19.6705703735352,NaN,0.585374368401109,0.782659484388546,0.608977194151439
1999,BI,6180180,NaN,16.9815502166748,86.0827713012695,18.8873958587646,NaN,0.583868616644077,0.776336057203991,0.602249865478223
2000,BI,6307659,NaN,16.2049770355225,78.2019958496094,18.1434421539307,NaN,0.57561238040808,0.766497315819066,0.595501277289701
2001,BI,6465729,NaN,15.0825138092041,71.5233688354492,17.4358310699463,NaN,0.562500231665879,0.756645949460022,0.588730935184483
2002,BI,6648938,NaN,14.3914794921875,69.0531158447266,16.7619781494141,NaN,0.553837445783552,0.752908973938787,0.581939138652489
2003,BI,6860846,NaN,13.9658946990967,67.1795349121094,16.1195163726807,NaN,0.548251894102453,0.74912770795342,0.57512555561215
2004,BI,7120496,NaN,12.9763154983521,66.0377655029297,15.506308555603,NaN,0.534190345715551,0.747043898019911,0.568290055412591
2005,BI,7388874,NaN,12.477237701416,64.8629684448242,14.920389175415,NaN,0.526628417799168,0.744522547248408,0.561432826987151
2006,BI,7658190,NaN,11.9248085021973,63.7119140625,14.3599796295166,NaN,0.517805119502827,0.742677590199349,0.554553420311548
2007,BI,7944609,NaN,12.2369108200073,64.4819793701172,14.7376585006714,NaN,0.522691292118035,0.7442650060446,0.559268947098778
2008,BI,8278109,NaN,12.8063974380493,65.4951019287109,15.1266841888428,NaN,0.531378646938313,0.746007523547007,0.563975325354095
2009,BI,8709366,NaN,12.7796411514282,66.2475967407227,15.5275850296021,NaN,0.530666167523329,0.747289927777786,0.568672325179289
2010,BI,9126605,NaN,12.8453702926636,66.9985427856445,15.9409198760986,NaN,0.531424018016793,0.748860455510112,0.573360161986193
2011,BI,9455733,NaN,12.9514999389648,67.9084548950195,16.3672657012939,NaN,0.533184601290865,0.750936385794205,0.5780387513381
2012,BI,9795479,NaN,13.3338451385498,69.5640640258789,16.8072471618652,NaN,0.538867247063402,0.753870957675701,0.582708168035882
2013,BI,10149577,NaN,14.3442373275757,71.1816711425781,17.2615413665771,NaN,0.552833617104779,0.75633166702994,0.587368463387421
2014,BI,10494913,NaN,13.9584045410156,71.1647796630859,17.2615413665771,NaN,0.547681299374656,0.75633166702994,0.587368492491251
2015,BI,10727148,NaN,14.3292255401611,71.1985626220703,17.2615394592285,NaN,0.552792526146209,0.756355129509075,0.587368395342665
2016,BI,10903327,NaN,14.4040327072144,71.2154541015625,17.2615413665771,NaN,0.553712870987786,0.756355129509075,0.587368480384058
2017,BI,11155593,NaN,14.296799659729,71.2322692871094,17.2615394592285,NaN,0.552277349830236,0.756355129509075,0.587368415482516
2018,BI,11493472,NaN,14.0652256011963,71.2492828369141,17.2615413665771,NaN,0.549083082325858,0.756369765137265,0.587368494586727
2019,BI,11874838,NaN,13.8953056335449,71.2663116455078,17.2615394592285,NaN,0.546744659773038,0.756394054976454,0.587368409428919
2020,BI,12220227,NaN,13.8584289550781,71.2832489013672,17.2615413665771,NaN,0.54607506493209,0.756394054976454,0.587368497910475
2021,BI,12551213,NaN,13.8584289550781,71.3002853393555,17.2615394592285,NaN,0.546075120095672,0.756394054976454,0.587368388357746
2022,BI,12889576,NaN,13.8584299087524,NaN,17.2615394592285,NaN,0.546075131504374,0.757027295203784,0.587368388357746
1980,BJ,3833939,NaN,15.3046169281006,NaN,17.596097946167,NaN,0.56514784420202,NaN,0.590870904142918
1981,BJ,3941569,NaN,15.0328788757324,NaN,17.596097946167,NaN,0.56169043317329,NaN,0.590870955482075
1982,BJ,4054385,NaN,14.9509410858154,NaN,17.596097946167,NaN,0.560623809953547,NaN,0.590870945703188
1983,BJ,4171526,NaN,14.9694337844849,NaN,17.5961036682129,NaN,0.560854580101132,NaN,0.590870881500138
1984,BJ,4293070,NaN,15.1044855117798,NaN,17.596097946167,NaN,0.562580263252539,NaN,0.59087093941676
1985,BJ,4419552,NaN,15.130259513855,NaN,17.596097946167,NaN,0.562916726627137,NaN,0.59087089063874
1986,BJ,4551382,NaN,14.9320611953735,NaN,17.596097946167,NaN,0.56037080083177,NaN,0.590870942210728
1987,BJ,4688787,NaN,14.9675827026367,NaN,17.596097946167,NaN,0.560826204330382,NaN,0.590870902745934
1988,BJ,4831624,NaN,15.0431156158447,NaN,17.596097946167,NaN,0.561796298111126,NaN,0.590870942210728
1989,BJ,4979680,NaN,15.1949281692505,NaN,17.596097946167,NaN,0.563718795889194,NaN,0.590870955482075
1990,BJ,5133419,NaN,15.2150897979736,NaN,17.596097946167,NaN,0.563977202046189,NaN,0.590870924515599
1991,BJ,5293046,NaN,15.2229061126709,NaN,17.596097946167,NaN,0.564108444501286,NaN,0.590870955482075
1992,BJ,5457778,NaN,15.0669078826904,NaN,17.596097946167,NaN,0.562122025942557,NaN,0.590870947100171
1993,BJ,5706181,NaN,15.1874895095825,NaN,17.596097946167,NaN,0.563714820012212,NaN,0.59087090682047
1994,BJ,5923394,NaN,14.9472961425781,NaN,17.596097946167,NaN,0.560592498237384,NaN,0.59087089063874
1995,BJ,6046511,NaN,14.802303314209,74.3390045166016,17.596097946167,NaN,0.558675603729814,0.760536684867276,0.590870905539902
1996,BJ,6203860,NaN,14.9424438476562,74.4438552856445,17.5961055755615,NaN,0.560545024023252,0.760576591099948,0.590870994248377
1997,BJ,6387026,NaN,15.1244916915894,74.359992980957,17.5961036682129,NaN,0.562904804151199,0.760549742228818,0.590870881500138
1998,BJ,6584183,NaN,15.251145362854,74.4649047851562,17.5961036682129,NaN,0.564566193125113,0.760731527382035,0.590870881500138
1999,BJ,6788589,NaN,15.2747173309326,74.485969543457,17.596097946167,NaN,0.564837377230596,0.760731527382035,0.590870928008059
2000,BJ,6998023,NaN,15.0346460342407,74.5071563720703,17.5960960388184,NaN,0.561725032428605,0.760731527382035,0.590870861942363
2001,BJ,7212041,NaN,14.980429649353,74.3807754516602,17.5961055755615,NaN,0.561063169814833,0.760549742228818,0.590871019539605
2002,BJ,7431783,NaN,15.0226039886475,74.4016799926758,17.5961055755615,NaN,0.561583060343711,0.760552793142324,0.590870994248377
2003,BJ,7659208,NaN,15.1518487930298,74.4229202270508,17.596097946167,NaN,0.563225025317429,0.760576591099948,0.590870967938514
2004,BJ,7894554,NaN,15.4746026992798,78.6252670288086,18.0572814941406,NaN,0.566956722977814,0.767005902134571,0.595192860247426
2005,BJ,8149419,NaN,15.8765277862549,84.2647323608398,18.5352687835693,NaN,0.571479982863515,0.773840496010678,0.599512668726568
2006,BJ,8402631,NaN,16.3847370147705,87.4012832641602,19.0310230255127,NaN,0.577149719935857,0.77778668219247,0.603830495032817
2007,BJ,8647761,NaN,16.4873237609863,91.2506332397461,19.5455341339111,NaN,0.577962664984561,0.781552751914688,0.608146271131789
2008,BJ,8906469,NaN,17.1066265106201,95.3846206665039,20.0798854827881,NaN,0.584496947287027,0.785997255833024,0.612459829719048
2009,BJ,9172514,NaN,17.2178287506104,102.727119445801,20.6352405548096,NaN,0.585412311169277,0.791974539378828,0.616771472303748
2010,BJ,9445710,NaN,18.0677280426025,109.885665893555,21.212890625,NaN,0.593922982958762,0.797637143734391,0.621081047451215
2011,BJ,9726380,NaN,18.429838180542,121.540901184082,21.8141975402832,NaN,0.597178047806494,0.805652090371268,0.625388602142053
2012,BJ,10014078,NaN,18.967903137207,164.058578491211,22.3428478240967,NaN,0.601815577559826,0.824931919790743,0.628987692259097
2013,BJ,10308730,NaN,19.3472232818604,194.558563232422,22.8795547485352,NaN,0.604880552858386,0.833428738960322,0.632568053916001
2014,BJ,10614844,NaN,20.0378818511963,250.902801513672,23.4244785308838,NaN,0.61054608042496,0.844526587544664,0.636129563394785
2015,BJ,10932783,NaN,20.4858989715576,330.763214111328,23.9778213500977,NaN,0.614033100713897,0.853550923024329,0.639672391608343
2016,BJ,11260085,NaN,18.4878044128418,331.547271728516,21.1333293914795,NaN,0.596641224524284,0.853550923024329,0.619414109109368
2017,BJ,11596779,NaN,16.2443828582764,332.334899902344,18.6652679443359,NaN,0.574213142957724,0.853564852369004,0.598972786578067
2018,BJ,11940683,NaN,14.5121307373047,333.126037597656,16.5035381317139,NaN,0.554482739142193,0.853959704153738,0.578345843900015
2019,BJ,12290444,NaN,14.4904298782349,333.919006347656,16.503532409668,NaN,0.554204359120822,0.853959704153738,0.57834589180492
2020,BJ,12643123,NaN,14.4549217224121,334.717376708984,16.5035400390625,NaN,0.553620377890683,0.853986077936071,0.578345906589666
2021,BJ,12996895,NaN,14.4549207687378,335.517578125,16.5035400390625,NaN,0.553620260514935,0.854083376139016,0.578345895064549
2022,BJ,13352864,NaN,14.4549150466919,NaN,16.5035400390625,NaN,0.553620316241494,0.85544027130473,0.578345895064549
1980,BL,2983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,BL,3035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,BL,3201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,BL,3483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,BL,3756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,BL,4016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,BL,4263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,BL,4505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,BL,4742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,BL,4964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,BL,5168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,BL,5365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,BL,5563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,BL,5762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,BL,5956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,BL,6144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,BL,6333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,BL,6524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,BL,6710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,BL,6895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,BL,7082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,BL,7271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,BL,7463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,BL,7655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,BL,7848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,BL,8044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,BL,8237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,BL,8430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,BL,8623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,BL,8816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,BL,8988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,BL,9108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,BL,9216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,BL,9338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,BL,9472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,BL,9643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,BL,9842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,BL,10044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,BL,10258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,BL,10480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,BL,10681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,BL,10861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,BL,10967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,BM,53565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,BM,53907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,BM,54338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,BM,54765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,BM,55197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,BM,55611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,BM,55995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,BM,56367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
