year,country,p0p1,p0p10,p0p50,p90p100,p999p100,p99p100
2022,BA,0,0.0025,0.1838,0.3425,0.0273,0.0944
1980,BD,0,0.0035,0.1997,0.3652,0.0343,0.1164
1981,BD,0,0.0035,0.1997,0.3652,0.0343,0.1164
1982,BD,0,0.0035,0.1997,0.3652,0.0343,0.1164
1983,BD,0,0.0035,0.1997,0.3652,0.0343,0.1164
1984,BD,0,0.0034,0.1947,0.3774,0.037,0.1233
1985,BD,0,0.0033,0.1898,0.3891,0.0396,0.13
1986,BD,0,0.0032,0.1869,0.3947,0.0426,0.1344
1987,BD,0,0.0032,0.1841,0.4001,0.0454,0.1388
1988,BD,0,0.0031,0.1814,0.4054,0.0482,0.143
1989,BD,0,0.0032,0.1838,0.3986,0.0446,0.1371
1990,BD,0,0.0032,0.1862,0.3919,0.041,0.1313
1991,BD,0,0.0033,0.1886,0.3854,0.0376,0.1258
1992,BD,0,0.0031,0.1812,0.4032,0.0422,0.1374
1993,BD,0,0.003,0.1745,0.4196,0.0464,0.1481
1994,BD,0,0.0029,0.1683,0.4348,0.0503,0.1579
1995,BD,0,0.0028,0.1625,0.4488,0.0539,0.1671
1996,BD,0,0.0028,0.1619,0.4477,0.0537,0.1658
1997,BD,0,0.0028,0.1611,0.4468,0.0535,0.1647
1998,BD,0,0.0028,0.1608,0.4455,0.0532,0.1633
1999,BD,0,0.0027,0.1592,0.4455,0.0536,0.1631
2000,BD,0,0.0027,0.1585,0.4449,0.0535,0.1623
2001,BD,0,0.0027,0.1582,0.4459,0.0527,0.1623
2002,BD,0,0.0027,0.156,0.4487,0.0532,0.1642
2003,BD,0,0.0026,0.153,0.4522,0.0542,0.1669
2004,BD,0,0.0026,0.1526,0.4532,0.0536,0.167
2005,BD,0,0.0026,0.1516,0.4548,0.0534,0.1677
2006,BD,0,0.0026,0.1528,0.4513,0.055,0.1676
2007,BD,0,0.0026,0.1533,0.4488,0.0569,0.1682
2008,BD,0,0.0027,0.1595,0.4407,0.0552,0.1631
2009,BD,0,0.0028,0.1622,0.4362,0.0554,0.1612
2010,BD,0,0.0028,0.1606,0.4363,0.058,0.1636
2011,BD,0,0.0028,0.1635,0.4329,0.0582,0.1625
2012,BD,0,0.0028,0.1644,0.4316,0.0592,0.1631
2013,BD,0,0.0029,0.1656,0.4302,0.0599,0.1633
2014,BD,0,0.0029,0.1674,0.428,0.0602,0.1627
2015,BD,0,0.003,0.1702,0.4248,0.0598,0.1612
2016,BD,0,0.003,0.1709,0.4239,0.0604,0.1615
2017,BD,0,0.003,0.1708,0.424,0.0605,0.1616
2018,BD,0,0.003,0.1708,0.424,0.0605,0.1616
2019,BD,0,0.003,0.1708,0.424,0.0605,0.1616
2020,BD,0,0.003,0.1708,0.424,0.0605,0.1616
2021,BD,0,0.0035,0.1997,0.3652,0.0343,0.1164
2022,BD,0,0.0035,0.1997,0.3652,0.0343,0.1164
1980,BE,0,0.0041,0.225,0.3166,0.022,0.0835
1981,BE,0,0.0041,0.2268,0.3149,0.022,0.0831
1982,BE,0,0.0041,0.2282,0.308,0.0197,0.078
1983,BE,0,0.004,0.2277,0.3054,0.0187,0.0755
1984,BE,0,0.004,0.2261,0.3041,0.0174,0.0727
1985,BE,0,0.0038,0.2167,0.312,0.018,0.075
1986,BE,0,0.0038,0.2134,0.3223,0.0192,0.0788
1987,BE,0,0.0036,0.2139,0.3258,0.0198,0.0804
1988,BE,0,0.0035,0.2068,0.3337,0.0238,0.0891
1989,BE,0,0.0035,0.2058,0.3373,0.0245,0.0909
1990,BE,0,0.0035,0.207,0.3285,0.0207,0.0824
1991,BE,0,0.0035,0.211,0.3238,0.0191,0.0787
1992,BE,0,0.0037,0.2109,0.3201,0.0179,0.0757
1993,BE,0,0.0037,0.2088,0.321,0.0178,0.0756
1994,BE,0,0.0036,0.2094,0.3297,0.0204,0.0819
1995,BE,0,0.0036,0.2078,0.3247,0.02,0.0805
1996,BE,0,0.0035,0.2055,0.3275,0.0211,0.0831
1997,BE,0,0.0035,0.2049,0.3285,0.0211,0.0832
1998,BE,0,0.0035,0.2015,0.326,0.0203,0.0813
1999,BE,0,0.0034,0.1993,0.3274,0.0206,0.0822
2000,BE,0,0.0034,0.2,0.326,0.0206,0.0819
2001,BE,0,0.0034,0.2029,0.3218,0.0197,0.0796
2002,BE,0,0.0035,0.2049,0.3157,0.0185,0.0763
2003,BE,0,0.0034,0.2014,0.3154,0.0186,0.0767
2004,BE,0,0.0034,0.2008,0.3221,0.0226,0.0852
2005,BE,0,0.0001,0.1734,0.317,0.0215,0.0826
2006,BE,0,0.0009,0.1881,0.3225,0.0241,0.0881
2007,BE,0,0.0036,0.2079,0.3312,0.0263,0.0932
2008,BE,0,0.0037,0.216,0.321,0.0243,0.0883
2009,BE,0,0.0038,0.2195,0.3113,0.0203,0.0794
2010,BE,0,0.0035,0.2071,0.3136,0.0189,0.0769
2011,BE,0,0.0036,0.214,0.3105,0.0201,0.0789
2012,BE,0,0.0037,0.216,0.313,0.0224,0.0837
2013,BE,0,0.0037,0.2133,0.3161,0.0215,0.0825
2014,BE,0,0.0036,0.212,0.318,0.0221,0.0839
2015,BE,0,0.0036,0.211,0.3181,0.0224,0.0843
2016,BE,0,0.0036,0.2123,0.3211,0.0229,0.0858
2017,BE,0,0.0037,0.2135,0.3177,0.0224,0.0844
2018,BE,0,0.0036,0.2059,0.3274,0.0231,0.087
2019,BE,0,0.0035,0.2033,0.3332,0.0216,0.0849
2020,BE,0,0.0038,0.2173,0.3194,0.0216,0.0831
2021,BE,0,0.004,0.2277,0.2961,0.019,0.0749
2022,BE,0,0.004,0.228,0.2954,0.0188,0.0745
1980,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1981,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1982,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1983,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1984,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1985,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1986,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1987,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1988,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1989,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1990,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1991,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1992,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1993,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1994,BF,0,0.0016,0.1009,0.5795,0.068,0.2127
1995,BF,0,0.0016,0.1,0.5897,0.0749,0.2264
1996,BF,0,0.0016,0.0991,0.5999,0.0819,0.24
1997,BF,0,0.0016,0.0982,0.6101,0.089,0.2536
1998,BF,0,0.0016,0.0972,0.6203,0.0961,0.2672
1999,BF,0,0.0016,0.1017,0.5989,0.0862,0.2476
2000,BF,0,0.0017,0.1061,0.5776,0.0764,0.228
2001,BF,0,0.0018,0.1105,0.5562,0.0668,0.2083
2002,BF,0,0.0019,0.1149,0.5348,0.0573,0.1887
2003,BF,0,0.0019,0.1194,0.5134,0.0481,0.169
2004,BF,0,0.002,0.1218,0.5112,0.0482,0.1695
2005,BF,0,0.002,0.1241,0.509,0.0484,0.1699
2006,BF,0,0.002,0.1265,0.5068,0.0485,0.1704
2007,BF,0,0.0021,0.1289,0.5045,0.0486,0.1708
2008,BF,0,0.0021,0.1313,0.5023,0.0488,0.1713
2009,BF,0,0.0022,0.1337,0.5001,0.0489,0.1717
2010,BF,0,0.0022,0.137,0.4946,0.0465,0.1665
2011,BF,0,0.0023,0.1403,0.4891,0.0441,0.1613
2012,BF,0,0.0024,0.1437,0.4836,0.0417,0.1561
2013,BF,0,0.0025,0.147,0.4781,0.0394,0.1508
2014,BF,0,0.0026,0.1504,0.4726,0.0371,0.1456
2015,BF,0,0.0023,0.1386,0.4916,0.0365,0.1481
2016,BF,0,0.0021,0.1269,0.5106,0.036,0.1506
2017,BF,0,0.0019,0.1152,0.5295,0.0356,0.1531
2018,BF,0,0.0017,0.1036,0.5484,0.0352,0.1556
2019,BF,0,0.0017,0.1036,0.5484,0.0352,0.1556
2020,BF,0,0.0017,0.1036,0.5484,0.0352,0.1556
2021,BF,0,0.0017,0.1036,0.5484,0.0352,0.1556
2022,BF,0,0.0017,0.1036,0.5484,0.0352,0.1556
1980,BG,0,0.0047,0.2666,0.2138,0.005,0.0329
1981,BG,0,0.0048,0.2718,0.2163,0.0057,0.0352
1982,BG,0,0.0044,0.2582,0.2466,0.0126,0.0545
1983,BG,0,0.0046,0.2688,0.2439,0.0125,0.0542
1984,BG,0,0.0046,0.2653,0.2389,0.0116,0.0513
1985,BG,0,0.0048,0.2703,0.2237,0.0083,0.0421
1986,BG,0,0.005,0.2752,0.2093,0.0054,0.0335
1987,BG,0,0.0053,0.2852,0.1812,0.0025,0.0218
1988,BG,0,0.005,0.2841,0.1752,0.0023,0.0205
1989,BG,0,0.0049,0.2751,0.2275,0.0092,0.045
1990,BG,0,0.0046,0.2598,0.2556,0.0132,0.0568
1991,BG,0,0.0041,0.2367,0.2913,0.0237,0.0797
1992,BG,0,0.0037,0.2145,0.3256,0.0284,0.0951
1993,BG,0,0.0035,0.2062,0.3363,0.0352,0.1047
1994,BG,0,0.0031,0.1855,0.3895,0.0385,0.1272
1995,BG,0,0.003,0.1778,0.4052,0.0434,0.1381
1996,BG,0,0.0031,0.1856,0.3887,0.0393,0.1283
1997,BG,0,0.0031,0.1858,0.3801,0.0368,0.1218
1998,BG,0,0.0033,0.1953,0.3612,0.0333,0.1117
1999,BG,0,0.0034,0.1981,0.361,0.0299,0.1089
2000,BG,0,0.0034,0.2019,0.3502,0.0277,0.1024
2001,BG,0,0.0033,0.1968,0.3622,0.0325,0.112
2002,BG,0,0.0031,0.187,0.3759,0.0387,0.122
2003,BG,0,0.0032,0.1934,0.3647,0.0304,0.1097
2004,BG,0,0.0032,0.1937,0.3579,0.0334,0.1104
2005,BG,0,0.003,0.1907,0.3611,0.0347,0.1131
2006,BG,0,0.0029,0.1835,0.3563,0.041,0.1151
2007,BG,0,0.0031,0.1887,0.3431,0.0309,0.0999
2008,BG,0,0.0032,0.1925,0.3353,0.0249,0.0903
2009,BG,0,0.0033,0.1969,0.3546,0.0423,0.1187
2010,BG,0,0.0032,0.1945,0.353,0.0438,0.1188
2011,BG,0,0.0032,0.1948,0.3555,0.0487,0.1254
2012,BG,0,0.003,0.1839,0.3753,0.057,0.1396
2013,BG,0,0.0032,0.1963,0.3605,0.0474,0.1261
2014,BG,0,0.003,0.1833,0.3795,0.0545,0.1388
2015,BG,0,0.003,0.1794,0.3908,0.055,0.1426
2016,BG,0,0.0027,0.1652,0.4323,0.0804,0.1826
2017,BG,0,0.0027,0.1595,0.4495,0.0939,0.201
2018,BG,0,0.0027,0.1606,0.4494,0.0921,0.1985
2019,BG,0,0.0028,0.165,0.4267,0.0714,0.1715
2020,BG,0,0.0028,0.1635,0.4394,0.0807,0.1848
2021,BG,0,0.0028,0.1625,0.4421,0.0823,0.1872
2022,BG,0,0.0028,0.1626,0.4418,0.0821,0.1869
1980,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1981,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1982,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1983,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1984,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1985,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1986,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1987,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1988,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1989,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1990,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1991,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1992,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1993,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1994,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1995,BH,0,0.0017,0.1072,0.5429,0.0671,0.2083
1996,BH,0,0.0017,0.1073,0.5414,0.0666,0.2077
1997,BH,0,0.0017,0.1073,0.5398,0.0662,0.2071
1998,BH,0,0.0017,0.1074,0.5383,0.0657,0.2064
1999,BH,0,0.0017,0.1075,0.5368,0.0652,0.2058
2000,BH,0,0.0017,0.1075,0.5352,0.0647,0.2051
2001,BH,0,0.0017,0.1076,0.5336,0.0642,0.2044
2002,BH,0,0.0016,0.1077,0.532,0.0637,0.2038
2003,BH,0,0.0016,0.1077,0.5304,0.0632,0.2031
2004,BH,0,0.0016,0.1078,0.5288,0.0626,0.2024
2005,BH,0,0.0016,0.1079,0.5271,0.0621,0.2017
2006,BH,0,0.0016,0.1074,0.5299,0.0648,0.2055
2007,BH,0,0.0016,0.1069,0.5326,0.0676,0.2093
2008,BH,0,0.0016,0.1063,0.5355,0.0704,0.2133
2009,BH,0,0.0016,0.1058,0.5384,0.0733,0.2173
2010,BH,0,0.0016,0.1053,0.5414,0.0762,0.2214
2011,BH,0,0.0016,0.1047,0.5444,0.0792,0.2256
2012,BH,0,0.0016,0.1041,0.5475,0.0823,0.2299
2013,BH,0,0.0016,0.1035,0.5507,0.0854,0.2343
2014,BH,0,0.0016,0.1029,0.5539,0.0886,0.2388
2015,BH,0,0.0016,0.1023,0.5572,0.0919,0.2434
2016,BH,0,0.0016,0.1023,0.5572,0.0919,0.2434
2017,BH,0,0.0016,0.1023,0.5572,0.0919,0.2434
2018,BH,0,0.0016,0.1023,0.5572,0.0919,0.2434
2019,BH,0,0.0016,0.1023,0.5572,0.0919,0.2434
2020,BH,0,0.0016,0.1023,0.5572,0.0919,0.2434
2021,BH,0,0.0016,0.1023,0.5572,0.0919,0.2434
2022,BH,0,0.0016,0.1023,0.5572,0.0919,0.2434
1980,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1981,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1982,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1983,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1984,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1985,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1986,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1987,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1988,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1989,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1990,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1991,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1992,BI,0,0.0026,0.162,0.4291,0.0326,0.1253
1993,BI,0,0.0025,0.1563,0.4417,0.0348,0.1336
1994,BI,0,0.0024,0.1506,0.4543,0.0369,0.1419
1995,BI,0,0.0023,0.145,0.4668,0.0391,0.1502
1996,BI,0,0.0022,0.1394,0.4793,0.0412,0.1584
1997,BI,0,0.0021,0.1337,0.4918,0.0434,0.1666
1998,BI,0,0.002,0.1282,0.5042,0.0455,0.1747
1999,BI,0,0.0021,0.1317,0.4977,0.0436,0.169
2000,BI,0,0.0022,0.1353,0.4911,0.0417,0.1633
2001,BI,0,0.0022,0.139,0.4846,0.0398,0.1576
2002,BI,0,0.0023,0.1426,0.478,0.0379,0.1519
2003,BI,0,0.0024,0.1462,0.4714,0.036,0.1461
2004,BI,0,0.0025,0.1499,0.4648,0.0341,0.1403
2005,BI,0,0.0026,0.1535,0.4581,0.0322,0.1345
2006,BI,0,0.0027,0.1572,0.4514,0.0303,0.1287
2007,BI,0,0.0026,0.1547,0.4561,0.0314,0.1314
2008,BI,0,0.0026,0.1523,0.4608,0.0326,0.134
2009,BI,0,0.0025,0.1499,0.4654,0.0337,0.1367
2010,BI,0,0.0025,0.1474,0.47,0.0349,0.1394
2011,BI,0,0.0024,0.145,0.4746,0.036,0.1421
2012,BI,0,0.0023,0.1426,0.4793,0.0372,0.1448
2013,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2014,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2015,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2016,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2017,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2018,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2019,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2020,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2021,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
2022,BI,0,0.0023,0.1402,0.4839,0.0383,0.1474
1980,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1981,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1982,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1983,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1984,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1985,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1986,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1987,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1988,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1989,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1990,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1991,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1992,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1993,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1994,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1995,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1996,BJ,0,0.0023,0.1387,0.4883,0.0484,0.1635
1997,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1998,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
1999,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
2000,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
2001,BJ,0,0.0023,0.1387,0.4883,0.0484,0.1635
2002,BJ,0,0.0023,0.1387,0.4883,0.0484,0.1635
2003,BJ,0,0.0023,0.1388,0.4883,0.0484,0.1635
2004,BJ,0,0.0022,0.1363,0.4921,0.0468,0.1622
2005,BJ,0,0.0022,0.1338,0.496,0.0452,0.1609
2006,BJ,0,0.0021,0.1313,0.4998,0.0437,0.1597
2007,BJ,0,0.0021,0.1288,0.5037,0.0422,0.1584
2008,BJ,0,0.0021,0.1264,0.5075,0.0407,0.1571
2009,BJ,0,0.002,0.1239,0.5114,0.0392,0.1559
2010,BJ,0,0.002,0.1214,0.5152,0.0378,0.1546
2011,BJ,0,0.0019,0.119,0.519,0.0365,0.1533
2012,BJ,0,0.0019,0.1178,0.5262,0.039,0.1588
2013,BJ,0,0.0018,0.1166,0.5334,0.0416,0.1643
2014,BJ,0,0.0017,0.1154,0.5405,0.0441,0.1697
2015,BJ,0,0.0016,0.1142,0.5475,0.0467,0.1751
2016,BJ,0,0.0019,0.1234,0.5217,0.0431,0.1636
2017,BJ,0,0.0021,0.1328,0.4957,0.0395,0.152
2018,BJ,0,0.0023,0.1422,0.4694,0.0358,0.1403
2019,BJ,0,0.0023,0.1422,0.4694,0.0358,0.1403
2020,BJ,0,0.0023,0.1422,0.4694,0.0358,0.1403
2021,BJ,0,0.0023,0.1422,0.4694,0.0358,0.1403
2022,BJ,0,0.0023,0.1422,0.4694,0.0358,0.1403
1980,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1981,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1982,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1983,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1984,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1985,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1986,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1987,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1988,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1989,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1990,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1991,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1992,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1993,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1994,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1995,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1996,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1997,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1998,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1999,BN,0,0.0036,0.186,0.364,0.0425,0.1244
2000,BN,0,0.0036,0.186,0.364,0.0425,0.1244
2001,BN,0,0.0036,0.186,0.364,0.0425,0.1244
2002,BN,0,0.0036,0.186,0.364,0.0425,0.1244
2003,BN,0,0.0036,0.186,0.364,0.0425,0.1244
2004,BN,0,0.0036,0.186,0.364,0.0425,0.1244
2005,BN,0,0.0036,0.186,0.364,0.0425,0.1244
2006,BN,0,0.0036,0.1897,0.3606,0.0419,0.123
2007,BN,0,0.0036,0.1922,0.3589,0.042,0.1229
2008,BN,0,0.0036,0.1945,0.3574,0.0422,0.1229
2009,BN,0,0.0036,0.1947,0.3588,0.0435,0.1252
2010,BN,0,0.0036,0.197,0.3574,0.0437,0.1253
2011,BN,0,0.0037,0.2007,0.3542,0.0433,0.1241
2012,BN,0,0.0037,0.2007,0.3544,0.043,0.124
2013,BN,0,0.0036,0.1989,0.3572,0.0436,0.1256
2014,BN,0,0.0036,0.1955,0.362,0.045,0.1288
2015,BN,0,0.0035,0.1938,0.3645,0.0455,0.1303
2016,BN,0,0.0035,0.1914,0.368,0.0464,0.1325
2017,BN,0,0.0035,0.1919,0.3674,0.0462,0.1321
2018,BN,0,0.0035,0.1926,0.3664,0.0458,0.1314
2019,BN,0,0.0035,0.1926,0.3664,0.0458,0.1314
2020,BN,0,0.0035,0.1926,0.3664,0.0458,0.1314
2021,BN,0,0.0036,0.186,0.364,0.0425,0.1244
2022,BN,0,0.0036,0.186,0.364,0.0425,0.1244
1980,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1981,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1982,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1983,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1984,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1985,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1986,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1987,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1988,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1989,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1990,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1991,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1992,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1993,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1994,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1995,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1996,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1997,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1998,BO,0,0.0001,0.085,0.5496,0.042,0.1893
1999,BO,0,0.0001,0.085,0.5496,0.042,0.1893
2000,BO,0,0.0001,0.085,0.5496,0.042,0.1893
2001,BO,0,0.0001,0.0812,0.56,0.0467,0.1967
2002,BO,0,0,0.0815,0.56,0.045,0.1925
2003,BO,0,0,0.085,0.5617,0.0507,0.2045
2004,BO,0,0.0001,0.0879,0.5563,0.0493,0.2007
2005,BO,0,0.0001,0.0872,0.555,0.0468,0.1922
2006,BO,0,0.0002,0.0904,0.5525,0.0488,0.1939
2007,BO,0,0.0002,0.0892,0.5626,0.06,0.2096
2008,BO,0,0.0003,0.0904,0.5593,0.052,0.2025
2009,BO,0,0.0004,0.0931,0.5468,0.0481,0.1906
2010,BO,0,0.0005,0.0948,0.5459,0.0523,0.1974
2011,BO,0,0.0005,0.0979,0.5405,0.0517,0.1981
2012,BO,0,0.0005,0.1007,0.5316,0.0566,0.1955
2013,BO,0,0.0006,0.1012,0.5379,0.0531,0.2038
2014,BO,0,0.0005,0.1028,0.5298,0.0596,0.2044
2015,BO,0,0.0005,0.1032,0.5311,0.0525,0.1947
2016,BO,0,0.0004,0.1034,0.5337,0.0544,0.1992
2017,BO,0,0.0004,0.1028,0.5323,0.046,0.1898
2018,BO,0,0.0003,0.1025,0.5323,0.0507,0.1962
2019,BO,0,0.0003,0.1036,0.5244,0.0485,0.1877
2020,BO,0,0.0003,0.0916,0.5385,0.0558,0.1977
2021,BO,0,0.0001,0.0979,0.5241,0.0466,0.1872
2022,BO,0,0.0001,0.0979,0.5241,0.0466,0.1872
1980,BR,0,0,0.0931,0.581,0.0495,0.2091
1981,BR,0,0,0.0931,0.581,0.0495,0.2091
1982,BR,0,0,0.0931,0.581,0.0495,0.2091
1983,BR,0,0,0.0931,0.581,0.0495,0.2091
1984,BR,0,0,0.0931,0.581,0.0495,0.2091
1985,BR,0,0,0.0931,0.581,0.0495,0.2091
1986,BR,0,0,0.0931,0.581,0.0495,0.2091
1987,BR,0,0,0.0931,0.581,0.0495,0.2091
1988,BR,0,0,0.0931,0.581,0.0495,0.2091
1989,BR,0,0,0.0931,0.581,0.0495,0.2091
1990,BR,0,0,0.0931,0.581,0.0495,0.2091
1991,BR,0,0,0.0931,0.581,0.0495,0.2091
1992,BR,0,0,0.0931,0.581,0.0495,0.2091
1993,BR,0,0,0.0931,0.581,0.0495,0.2091
1994,BR,0,0,0.0931,0.581,0.0495,0.2091
1995,BR,0,0,0.0931,0.581,0.0495,0.2091
1996,BR,0,0,0.0931,0.581,0.0495,0.2091
1997,BR,0,0,0.0931,0.581,0.0495,0.2091
1998,BR,0,0,0.0931,0.581,0.0495,0.2091
1999,BR,0,0,0.0931,0.581,0.0495,0.2091
2000,BR,0,0,0.0931,0.581,0.0495,0.2091
2001,BR,0,0,0.0931,0.581,0.0495,0.2091
2002,BR,0,0,0.0918,0.5929,0.0484,0.2197
2003,BR,0,0,0.0946,0.5884,0.0504,0.2231
2004,BR,0,0,0.0975,0.5777,0.0546,0.2186
2005,BR,0,0,0.0928,0.5986,0.0519,0.2224
2006,BR,0,0,0.0943,0.6017,0.0584,0.2342
2007,BR,0,0,0.1011,0.5859,0.0664,0.2383
2008,BR,0,0.0001,0.1019,0.5904,0.064,0.2338
2009,BR,0,0.0001,0.1033,0.5866,0.0552,0.2224
2010,BR,0,0,0.1025,0.5945,0.0622,0.2346
2011,BR,0,0,0.1017,0.6022,0.069,0.2466
2012,BR,0,0,0.1058,0.5936,0.0826,0.2538
2013,BR,0,0,0.1078,0.5836,0.0661,0.2365
2014,BR,0,0.0001,0.1069,0.5867,0.0721,0.24
2015,BR,0,0,0.1029,0.5986,0.0537,0.2274
2016,BR,0,0,0.0972,0.5892,0.0454,0.2109
2017,BR,0,0,0.0973,0.5839,0.0535,0.2087
2018,BR,0,0,0.0977,0.5805,0.0437,0.2067
2019,BR,0,0,0.1013,0.5707,0.0523,0.2034
2020,BR,0,0,0.0846,0.5903,0.0526,0.2147
2021,BR,0,0,0.0899,0.5678,0.0451,0.1974
2022,BR,0,0,0.0899,0.5678,0.0451,0.1974
1980,BS,0,0.0001,0.085,0.5496,0.042,0.1893
1981,BS,0,0.0001,0.085,0.5496,0.042,0.1893
1982,BS,0,0.0001,0.085,0.5496,0.042,0.1893
