year,country,gdiincj992,gptincj992,rdiincj992,rptincj992
1996,JO,0.5611,0.5549000000000001,29.759,29.1655
1997,JO,0.5473,0.5379,27.6552,26.755
1998,JO,0.5581,0.5462,29.2585,27.9028
1999,JO,0.5653,0.5541,30.3791,29.0383
2000,JO,0.5723,0.5616,31.5118,30.1616
2001,JO,0.5774,0.5687,32.3676,31.273
2002,JO,0.5848,0.5754,33.6759,32.3725
2003,JO,0.5910000000000001,0.5804,34.8353,33.216
2004,JO,0.5979,0.5851000000000001,36.1758,34.0345
2005,JO,0.5945,0.5895,35.5604,34.8291
2006,JO,0.5971000000000001,0.5936,36.0658,35.6008
2007,JO,0.5959,0.5919,35.7838,35.2461
2008,JO,0.5933,0.5903,35.253,34.9237
2009,JO,0.5866,0.5910000000000001,33.8299,34.7933
2010,JO,0.5942000000000001,0.5917,34.9133,34.6648
2011,JO,0.5713,0.5698,31.2133,31.242
2012,JO,0.5684,0.5656,30.7005,30.5778
2013,JO,0.5736,0.5613,31.407,29.9222
2014,JO,0.5727,0.5613,31.2771,29.9222
2015,JO,0.5734,0.5613,31.342,29.9222
2016,JO,0.5745,0.5613,31.4999,29.9222
2017,JO,0.5744,0.5613,31.4793,29.9222
2018,JO,0.5757,0.5613,31.6849,29.9222
2019,JO,0.5761000000000001,0.5613,31.7515,29.9222
2020,JO,0.5753,0.5613,31.6135,29.9222
2021,JO,0.5765,0.5613,31.7945,29.9222
2022,JO,0.5770000000000001,0.5613,31.8853,29.9222
2023,JO,0.5771000000000001,0.5613,31.8989,29.9222
1980,JP,0.3553,0.4478,10.9215,16.7086
1981,JP,0.3522,0.4422,10.7535,16.251
1982,JP,0.3525,0.4403,10.7556,16.1012
1983,JP,0.3558,0.4438,10.9141,16.3837
1984,JP,0.3605,0.4477,11.1527,16.7227
1985,JP,0.3702,0.4561,11.6723,17.4487
1986,JP,0.3749,0.4632,11.957,18.1199
1987,JP,0.3822,0.4786,12.4704,19.6663
1988,JP,0.3845,0.4849,12.6235,20.3306
1989,JP,0.3885,0.4907,12.9333,20.9514
1990,JP,0.3937,0.4929,13.2914,21.1956
1991,JP,0.3865,0.4814000000000001,12.8181,19.9844
1992,JP,0.3615,0.4467,11.1693,16.6752
1993,JP,0.3661,0.4523,11.462,17.1652
1994,JP,0.3733,0.456,11.8881,17.5169
1995,JP,0.3823,0.467,12.4434,18.5453
1996,JP,0.3932,0.478,13.1356,19.6286
1997,JP,0.3957,0.4766,13.2792,19.492
1998,JP,0.3978,0.4793,13.481,19.7948
1999,JP,0.4052,0.4854,14.03,20.4531
2000,JP,0.4138,0.497,14.6321,21.739
2001,JP,0.4229,0.5079,15.3897,23.052
2002,JP,0.4374,0.5176000000000001,16.5339,24.2859
2003,JP,0.4434,0.5245000000000001,17.0277,25.1845
2004,JP,0.4496,0.5335,17.5613,26.4004
2005,JP,0.4467,0.5344,17.3323,26.4979
2006,JP,0.4449,0.5351,17.1998,26.59
2007,JP,0.4441,0.5367000000000001,17.1492,26.8211
2008,JP,0.4364,0.5277000000000001,16.5386,25.5954
2009,JP,0.4128,0.5073,14.948,23.0577
2010,JP,0.4096,0.5078,14.8385,23.1371
2011,JP,0.3982,0.5054000000000001,14.1665,22.8667
2012,JP,0.4004,0.5065000000000001,14.2844,22.9925
2013,JP,0.4015,0.509,14.3351,23.2748
2014,JP,0.3994,0.5086,14.2105,23.2266
2015,JP,0.4005,0.51,14.288,23.3808
2016,JP,0.3994,0.5091,14.2224,23.2823
2017,JP,0.3979,0.5086,14.121,23.224
2018,JP,0.3974,0.5086,14.0905,23.224
2019,JP,0.3962,0.5086,14.0373,23.224
2020,JP,0.3798,0.5086,13.1639,23.224
2021,JP,0.3763,0.5086,12.9723,23.224
2022,JP,0.3806,0.5086,13.1906,23.224
2023,JP,0.3807,0.5086,13.1917,23.224
1980,KI,0.3927,0.4403,12.9455,16.2005
1981,KI,0.3936,0.4412,13.0022,16.2741
1982,KI,0.3945,0.4421,13.0603,16.3494
1983,KI,0.3954,0.443,13.1197,16.4265
1984,KI,0.3963,0.444,13.1805,16.5054
1985,KI,0.3972,0.4449,13.2426,16.5861
1986,KI,0.3982,0.4459,13.3064,16.6688
1987,KI,0.3992,0.4469,13.3716,16.7536
1988,KI,0.4002,0.4479,13.4386,16.8404
1989,KI,0.4012,0.449,13.5072,16.9294
1990,KI,0.4023,0.45,13.5776,17.0207
1991,KI,0.4036,0.4515,13.6925,17.1709
1992,KI,0.4048,0.453,13.8036,17.3163
1993,KI,0.4061,0.4544,13.9113,17.457
1994,KI,0.4073,0.4558,14.0156,17.5935
1995,KI,0.4085,0.4571,14.1167,17.7257
1996,KI,0.4097,0.4584,14.2147,17.8539
1997,KI,0.4109,0.4596,14.3098,17.9784
1998,KI,0.412,0.4608,14.4021,18.0992
1999,KI,0.4132,0.462,14.4918,18.2165
2000,KI,0.4143,0.4631,14.579,18.3305
2001,KI,0.4231,0.4719,15.238,19.1606
2002,KI,0.4318,0.4805,15.9104,20.0076
2003,KI,0.4404,0.489,16.5968,20.8718
2004,KI,0.4489,0.4972,17.2974,21.7539
2005,KI,0.4573,0.5052,18.0127,22.6543
2006,KI,0.4655,0.5131,18.7432,23.5738
2007,KI,0.4735,0.5207,19.4895,24.5128
2008,KI,0.4814000000000001,0.5282,20.2518,25.472
2009,KI,0.4892,0.5356000000000001,21.031,26.4521
2010,KI,0.4968,0.5428000000000001,21.8274,27.4537
2011,KI,0.4989,0.5447000000000001,22.0541,27.7359
2012,KI,0.5009,0.5466,22.2726,28.008
2013,KI,0.5028,0.5483,22.4836,28.2705
2014,KI,0.5046,0.55,22.6871,28.524
2015,KI,0.5063,0.5516,22.8839,28.7689
2016,KI,0.508,0.5531,23.0741,29.0056
2017,KI,0.5096,0.5546,23.258,29.2345
2018,KI,0.5111,0.556,23.4361,29.456
2019,KI,0.5125000000000001,0.5574,23.6083,29.6705
2020,KI,0.5139,0.5587,23.7754,29.8783
2021,KI,0.5139,0.5587,23.7753,29.8783
2022,KI,0.5139,0.5587,23.7753,29.8783
2023,KI,0.5139,0.5587,23.7751,29.8783
1980,KE,0.5920000000000001,0.6063000000000001,35.298,38.63950000000001
1981,KE,0.5906,0.6063000000000001,35.02070000000001,38.63950000000001
1982,KE,0.5945,0.6063000000000001,35.7715,38.63950000000001
1983,KE,0.5941000000000001,0.6063000000000001,35.71270000000001,38.63950000000001
1984,KE,0.5955,0.6063000000000001,35.9895,38.63950000000001
1985,KE,0.595,0.6063000000000001,35.8651,38.63950000000001
1986,KE,0.5955,0.6063000000000001,35.9782,38.63950000000001
1987,KE,0.5955,0.6063000000000001,35.9585,38.63950000000001
1988,KE,0.596,0.6063000000000001,36.0314,38.63950000000001
1989,KE,0.5961000000000001,0.6063000000000001,36.0341,38.63950000000001
1990,KE,0.5982000000000001,0.6063000000000001,36.4589,38.63950000000001
1991,KE,0.5977,0.6063000000000001,36.358,38.63950000000001
1992,KE,0.5971000000000001,0.6063000000000001,36.2201,38.63950000000001
1993,KE,0.6012000000000001,0.6063000000000001,37.0844,38.63950000000001
1994,KE,0.6014,0.6063000000000001,37.12280000000001,38.63950000000001
1995,KE,0.6012000000000001,0.6136,37.0918,40.3724
1996,KE,0.6195,0.6209,41.38500000000001,42.1885
1997,KE,0.6283000000000001,0.6282,43.6284,44.0941
1998,KE,0.6283000000000001,0.6296,43.5781,44.4382
1999,KE,0.6276,0.631,43.3575,44.7865
2000,KE,0.6343,0.6325000000000001,45.1478,45.1391
2001,KE,0.6353,0.6339,45.3456,45.496
2002,KE,0.6368,0.6353,45.7495,45.8573
2003,KE,0.6339,0.6368,44.92610000000001,46.223
2004,KE,0.6379,0.6382,46.0146,46.5933
2005,KE,0.6377,0.6396000000000001,45.9049,46.9683
2006,KE,0.6346,0.6339,45.237,45.4592
2007,KE,0.6293000000000001,0.6282,43.8707,44.0105
2008,KE,0.6232,0.6225,42.4194,42.6188
2009,KE,0.619,0.6169,41.4208,41.2807
2010,KE,0.6149,0.6112000000000001,40.4903,39.9932
2011,KE,0.6091,0.6055,39.1861,38.7535
2012,KE,0.6037,0.5998,38.046,37.559
2013,KE,0.5984,0.5941000000000001,36.9394,36.4072
2014,KE,0.5903,0.5884,35.2886,35.2958
2015,KE,0.5858,0.5827,34.4331,34.2229
2016,KE,0.5774,0.5743,32.8324,32.6513
2017,KE,0.5713,0.5658000000000001,31.7174,31.1731
2018,KE,0.5639000000000001,0.5574,30.4477,29.78
2019,KE,0.5551,0.549,29.0089,28.4651
2020,KE,0.5457000000000001,0.5405,27.5634,27.2217
2021,KE,0.5784,0.5739000000000001,32.5871,32.2155
2022,KE,0.5792,0.5739000000000001,32.7221,32.2155
2023,KE,0.5793,0.5739000000000001,32.7497,32.2155
1980,KG,0.4836,0.3026,20.0992,8.0042
1981,KG,0.4838,0.3009,20.1119,7.963200000000001
1982,KG,0.4838,0.2993,20.1157,7.9232
1983,KG,0.4839,0.2977,20.1237,7.8841
1984,KG,0.4839,0.2961,20.1251,7.8459
1985,KG,0.4839,0.2946,20.1252,7.8085
1986,KG,0.4839,0.2937,20.1284,7.783300000000001
1987,KG,0.484,0.2929,20.1368,7.7586
1988,KG,0.4842,0.2921,20.1569,7.7343
1989,KG,0.4841,0.2953,20.1429,7.7895
1990,KG,0.4832,0.3092,20.0593,7.961
1991,KG,0.4831,0.3358,20.0417,9.2418
1992,KG,0.4827,0.3623,20.0043,10.6694
1993,KG,0.4854,0.3889,20.2782,12.2705
1994,KG,0.4799,0.4154,19.7829,14.0788
1995,KG,0.4755,0.4418,19.4437,16.1373
1996,KG,0.4836,0.4683,20.1927,18.5018
1997,KG,0.4866,0.4948,20.4826,21.246
1998,KG,0.4869,0.5211,20.5105,24.4693
1999,KG,0.4664,0.4874,18.3733,20.5687
2000,KG,0.4473,0.4606,16.5847,17.9483
2001,KG,0.4563,0.4699,17.2553,18.6962
2002,KG,0.454,0.4701,17.1445,18.7752
2003,KG,0.4441,0.4561,16.2932,17.4952
2004,KG,0.5017,0.5251,22.0321,25.0924
2005,KG,0.4851,0.5135000000000001,20.1398,23.4021
2006,KG,0.505,0.5388000000000001,22.3086,26.7743
2007,KG,0.4777,0.5015000000000001,19.3852,22.036
2008,KG,0.47,0.4909,18.6638,20.8933
2009,KG,0.47,0.4882,18.5918,20.5845
2010,KG,0.4643,0.4859,18.1082,20.2805
2011,KG,0.4443,0.4578,16.4153,17.7977
2012,KG,0.44,0.453,16.0224,17.3163
2013,KG,0.4416,0.456,16.2007,17.6264
2014,KG,0.4306,0.4347,15.3288,15.9559
2015,KG,0.4537,0.4598,17.202,18.0158
2016,KG,0.4504,0.449,16.7715,17.0281
2017,KG,0.4666,0.4671,18.1707,18.577
2018,KG,0.4706,0.473,18.5921,19.173
2019,KG,0.4973,0.5029,21.2339,22.1932
2020,KG,0.4906,0.5029,20.5641,22.1932
2021,KG,0.4957,0.5029,21.0375,22.1932
2022,KG,0.503,0.5029,21.7437,22.1932
2023,KG,0.5072,0.5029,22.1656,22.1932
1980,KH,0.6672,0.6747000000000001,56.9421,60.99890000000001
1981,KH,0.6672,0.6747000000000001,56.9583,60.99890000000001
1982,KH,0.6672,0.6747000000000001,56.9564,60.99890000000001
1983,KH,0.6673,0.6747000000000001,56.971,60.99890000000001
1984,KH,0.6672,0.6747000000000001,56.9588,60.99890000000001
1985,KH,0.6672,0.6747000000000001,56.9553,60.99890000000001
1986,KH,0.6672,0.6747000000000001,56.9296,60.99890000000001
1987,KH,0.6673,0.6747000000000001,56.9711,60.99890000000001
1988,KH,0.6673,0.6747000000000001,56.9919,60.99890000000001
1989,KH,0.6673,0.6747000000000001,56.9737,60.99890000000001
1990,KH,0.6672,0.6747000000000001,56.96250000000001,60.99890000000001
1991,KH,0.6678000000000001,0.6747000000000001,57.2126,60.99890000000001
1992,KH,0.6674,0.6747000000000001,57.0117,60.99890000000001
1993,KH,0.6674,0.6747000000000001,57.0513,60.99890000000001
1994,KH,0.667,0.6747000000000001,56.86640000000001,60.99890000000001
1995,KH,0.6668000000000001,0.6747000000000001,56.77500000000001,60.99890000000001
1996,KH,0.6663,0.6747000000000001,56.5568,60.99890000000001
1997,KH,0.6691,0.6747000000000001,57.8153,60.99890000000001
1998,KH,0.6679,0.6747000000000001,57.2723,60.99890000000001
1999,KH,0.6677000000000001,0.6747000000000001,57.15600000000001,60.99890000000001
2000,KH,0.6655,0.6747000000000001,56.286,60.99890000000001
2001,KH,0.6662,0.6747000000000001,56.5896,60.99890000000001
2002,KH,0.6644,0.6747000000000001,55.7657,60.99890000000001
2003,KH,0.6639,0.6747000000000001,55.6123,60.99890000000001
2004,KH,0.6659,0.6747000000000001,56.3626,60.99890000000001
2005,KH,0.6672,0.6747000000000001,56.9403,60.99890000000001
2006,KH,0.6685,0.6747000000000001,57.53850000000001,60.99890000000001
2007,KH,0.6679,0.6747000000000001,57.2652,60.99890000000001
2008,KH,0.667,0.6747000000000001,56.8374,60.99890000000001
2009,KH,0.6624,0.6747000000000001,55.0923,60.99890000000001
2010,KH,0.6514,0.6614,49.7502,53.7943
2011,KH,0.5725,0.5770000000000001,32.011,33.1599
2012,KH,0.5587,0.5650000000000001,29.6173,30.9724
2013,KH,0.5710000000000001,0.5764,31.4958,32.8053
2014,KH,0.5605,0.5759000000000001,29.1589,31.9357
2015,KH,0.5578000000000001,0.5756,28.7383,31.874
2016,KH,0.5575,0.5760000000000001,28.6891,31.9485
2017,KH,0.5539000000000001,0.5756,28.1208,31.8703
2018,KH,0.5533,0.5748,28.0289,31.7249
2019,KH,0.5518000000000001,0.5748,27.7913,31.7249
2020,KH,0.5459,0.5748,26.9306,31.7249
2021,KH,0.5438000000000001,0.5748,26.642,31.7249
2022,KH,0.5472,0.5748,27.1212,31.7249
2023,KH,0.5477000000000001,0.5748,27.2,31.7249
1980,KM,0.7258,0.7295,77.60040000000001,79.90440000000001
1981,KM,0.7259,0.7295,77.7251,79.90440000000001
1982,KM,0.7253000000000001,0.7295,77.3326,79.90440000000001
1983,KM,0.7250000000000001,0.7295,77.1862,79.90440000000001
1984,KM,0.7244,0.7295,76.8904,79.90440000000001
1985,KM,0.7249,0.7295,77.2145,79.90440000000001
1986,KM,0.7248,0.7295,77.1935,79.90440000000001
1987,KM,0.7256,0.7295,77.5142,79.90440000000001
1988,KM,0.7263000000000001,0.7295,77.83290000000001,79.90440000000001
1989,KM,0.7262000000000001,0.7295,77.6874,79.90440000000001
1990,KM,0.7250000000000001,0.7295,76.9657,79.90440000000001
1991,KM,0.7253000000000001,0.7295,77.05850000000001,79.90440000000001
1992,KM,0.7253000000000001,0.7295,77.03750000000001,79.90440000000001
1993,KM,0.7278,0.7295,78.4668,79.90440000000001
1994,KM,0.7243,0.7295,76.4325,79.90440000000001
1995,KM,0.7257,0.7295,77.2449,79.90440000000001
1996,KM,0.7274,0.7295,78.2385,79.90440000000001
1997,KM,0.7285,0.7295,78.83760000000001,79.90440000000001
1998,KM,0.7294,0.7295,79.35770000000001,79.90440000000001
1999,KM,0.7307,0.7295,80.1207,79.90440000000001
2000,KM,0.7316,0.7295,80.7479,79.90440000000001
2001,KM,0.7334,0.7295,81.8863,79.90440000000001
2002,KM,0.7301000000000001,0.7295,79.8575,79.90440000000001
2003,KM,0.7314,0.7295,80.6204,79.90440000000001
2004,KM,0.732,0.7295,80.92710000000001,79.90440000000001
2005,KM,0.7205,0.7177,75.7091,74.5818
2006,KM,0.7089000000000001,0.7059000000000001,70.8078,69.6954
2007,KM,0.6979000000000001,0.6941,66.5654,65.1935
2008,KM,0.6863,0.6824,62.3845,61.03250000000001
2009,KM,0.674,0.6706000000000001,58.2124,57.1751
2010,KM,0.6619,0.6588,54.4585,53.5893
2011,KM,0.646,0.647,49.6578,50.2472
2012,KM,0.6351,0.6352,46.80860000000001,47.125
2013,KM,0.624,0.6235,44.10440000000001,44.2016
2014,KM,0.6129,0.6117,41.5187,41.4585
2015,KM,0.6135,0.6117,41.6632,41.4585
2016,KM,0.6133000000000001,0.6117,41.6061,41.4585
2017,KM,0.6127,0.6117,41.4527,41.4585
2018,KM,0.6122000000000001,0.6117,41.3284,41.4585
2019,KM,0.6114,0.6117,41.1113,41.4585
2020,KM,0.6094,0.6117,40.5899,41.4585
2021,KM,0.6111,0.6117,41.031,41.4585
2022,KM,0.6117,0.6117,41.1842,41.4585
2023,KM,0.6118,0.6117,41.2069,41.4585
1980,KN,0.6531,0.6852,53.2663,67.9179
1981,KN,0.6534,0.6854,53.47940000000001,68.1718
1982,KN,0.6538,0.6857000000000001,53.6976,68.4321
1983,KN,0.6541,0.6859000000000001,53.9215,68.6991
1984,KN,0.6545000000000001,0.6861,54.15170000000001,68.973
1985,KN,0.6548,0.6863,54.3879,69.2543
1986,KN,0.6552,0.6866,54.6362,69.5466
1987,KN,0.6556000000000001,0.6868000000000001,54.90020000000001,69.8516
1988,KN,0.656,0.6871,55.1721,70.16510000000001
1989,KN,0.6565000000000001,0.6877,55.4509,70.756
1990,KN,0.6569,0.6879000000000001,55.73840000000001,71.07560000000001
1991,KN,0.656,0.6868000000000001,55.3927,70.3514
1992,KN,0.6551,0.6859000000000001,55.0542,69.894
1993,KN,0.6542,0.6851,54.7228,69.44680000000001
1994,KN,0.6534,0.6842,54.39870000000001,69.0095
1995,KN,0.6525000000000001,0.6834,54.0812,68.58160000000001
1996,KN,0.6517000000000001,0.6826,53.77,68.16290000000001
1997,KN,0.6509,0.6818000000000001,53.4651,67.7531
1998,KN,0.65,0.681,53.1668,67.3519
1999,KN,0.6492,0.6802,52.8739,66.9589
2000,KN,0.6484,0.6794,52.5866,66.5742
2001,KN,0.647,0.6781,52.1167,65.982
2002,KN,0.6456000000000001,0.6768000000000001,51.6747,65.4263
2003,KN,0.6443,0.6756,51.25980000000001,64.90350000000001
2004,KN,0.6431,0.6745,50.8684,64.4111
2005,KN,0.6419,0.6734,50.4994,63.9463
2006,KN,0.6408,0.6724,50.1505,63.5069
2007,KN,0.6398,0.6714,49.8202,63.0909
2008,KN,0.6387,0.6704,49.50680000000001,62.6965
2009,KN,0.6378,0.6695,49.20970000000001,62.322
2010,KN,0.6368,0.6687000000000001,48.9272,61.9659
2011,KN,0.6269,0.6601,45.4266,57.5423
2012,KN,0.6171,0.6516000000000001,42.3563,53.6641
2013,KN,0.6074,0.6431,39.6415,50.2363
2014,KN,0.5978,0.6347,37.2243,47.1848
2015,KN,0.5883,0.6264000000000001,35.0581,44.4508
2016,KN,0.5789000000000001,0.6182000000000001,33.1059,41.98710000000001
2017,KN,0.5696,0.6099,31.3374,39.7557
2018,KN,0.5603,0.6018,29.728,37.7251
2019,KN,0.5512,0.5937,28.257,35.8694
2020,KN,0.5421,0.5868,26.9075,34.3825
2021,KN,0.5421,0.5868,26.9075,34.3825
2022,KN,0.5421,0.5868,26.9075,34.3825
2023,KN,0.5421,0.5868,26.9075,34.3825
1980,KP,0.4387,0.4979,15.6777,20.7439
1981,KP,0.4387,0.4979,15.6776,20.7439
1982,KP,0.4387,0.4979,15.6777,20.7439
1983,KP,0.4387,0.4979,15.6777,20.7439
1984,KP,0.4387,0.4979,15.6776,20.7439
1985,KP,0.4387,0.4979,15.6776,20.7439
1986,KP,0.4387,0.4979,15.6777,20.7439
1987,KP,0.4387,0.4979,15.6777,20.7439
1988,KP,0.4387,0.4979,15.6777,20.7439
1989,KP,0.4387,0.4979,15.6777,20.7439
1990,KP,0.4387,0.4979,15.6776,20.7439
1991,KP,0.448,0.5056,16.3678,21.6271
1992,KP,0.4564,0.5131,17.0653,22.5281
1993,KP,0.465,0.5207,17.8227,23.5119
1994,KP,0.4687,0.524,18.1696,23.9559
1995,KP,0.4655,0.5212,17.8834,23.5759
1996,KP,0.4617,0.5181,17.5832,23.1808
1997,KP,0.4617,0.5179,17.588,23.1719
1998,KP,0.462,0.5185000000000001,17.6277,23.2355
1999,KP,0.4692,0.5245000000000001,18.2612,24.0332
2000,KP,0.4817,0.5351,19.4438,25.5319
2001,KP,0.4891,0.5415,20.2067,26.5055
2002,KP,0.5049,0.5564,21.9519,28.8253
2003,KP,0.5072,0.5582,22.2253,29.1539
2004,KP,0.5074000000000001,0.5585,22.2432,29.1908
2005,KP,0.5089,0.5594,22.435,29.3925
2006,KP,0.505,0.5559000000000001,21.9759,28.7988
2007,KP,0.5066,0.5577,22.1735,29.0721
2008,KP,0.5073,0.5585,22.2565,29.1978
2009,KP,0.5185000000000001,0.5685,23.5696,30.8685
2010,KP,0.5261,0.5750000000000001,24.5504,32.0926
2011,KP,0.515,0.5649000000000001,23.1961,30.3132
2012,KP,0.5019,0.5521,21.6558,28.2593
2013,KP,0.5036,0.5542,21.8319,28.5586
2014,KP,0.498,0.5488000000000001,21.1792,27.6891
2015,KP,0.4995,0.5503,21.3446,27.9062
2016,KP,0.5008,0.5514,21.4811,28.0811
2017,KP,0.5008,0.5514,21.4836,28.0846
2018,KP,0.5008,0.5514,21.4836,28.0846
2019,KP,0.5008,0.5514,21.4836,28.0846
2020,KP,0.5008,0.5514,21.4836,28.0846
2021,KP,0.5008,0.5514,21.4836,28.0846
2022,KP,0.5008,0.5514,21.4836,28.0846
2023,KP,0.5008,0.5514,21.4837,28.0846
1980,KR,0.4055,0.3936,12.9363,12.8113
1981,KR,0.4052,0.3936,12.9115,12.8113
1982,KR,0.4032,0.3936,12.817,12.8113
1983,KR,0.379,0.3901,11.7759,12.5438
1984,KR,0.3792,0.3892,11.6012,12.2786
1985,KR,0.3735,0.3842,11.3134,12.0156
1986,KR,0.3689,0.379,11.1073,11.7548
1987,KR,0.3624,0.3736,10.7937,11.4963
1988,KR,0.357,0.3679,10.5331,11.24
1989,KR,0.3529,0.3503,10.6945,10.986
1990,KR,0.3455,0.3426,10.4301,10.7342
1991,KR,0.3655,0.3439,10.8062,10.4847
1992,KR,0.3298,0.3406,9.5226,10.203
1993,KR,0.3371,0.3319,9.735700000000001,9.9129
1994,KR,0.3296,0.3417,8.9336,9.6142
1995,KR,0.3271,0.3384,8.6693,9.3068
1996,KR,0.3464,0.3626,9.236500000000001,9.9901
1997,KR,0.3382,0.3459,9.0565,9.504000000000001
1998,KR,0.3398,0.3525,9.3263,10.0315
1999,KR,0.3519,0.3624,9.9719,10.5733
2000,KR,0.3798,0.3734,11.0124,11.1298
2001,KR,0.3676,0.3844,10.9087,11.8717
2002,KR,0.3834,0.4007,11.6135,12.6368
2003,KR,0.3876,0.4074,12.1458,13.4258
2004,KR,0.3994,0.4187,12.9195,14.2392
2005,KR,0.3996,0.4298,13.0221,15.0778
2006,KR,0.4184,0.4602,13.8993,16.889
2007,KR,0.4279,0.4725,14.6287,18.0141
2008,KR,0.4326,0.4786,15.0082,18.6317
2009,KR,0.4189,0.4723,14.1399,18.0037
2010,KR,0.4377,0.4884,15.6096,19.6102
2011,KR,0.4363,0.4826,15.3676,18.9792
2012,KR,0.4253,0.4761,14.6507,18.3984
2013,KR,0.4131,0.4645,13.7631,17.3408
2014,KR,0.4177,0.4681,14.0776,17.6674
2015,KR,0.4208,0.4742,14.3097,18.2049
2016,KR,0.428,0.4842,14.8922,19.2038
2017,KR,0.4358,0.4958,15.5597,20.472
2018,KR,0.4351,0.5027,15.4375,21.1541
2019,KR,0.3999,0.4682,12.9078,17.5944
2020,KR,0.3965,0.4671,12.772,17.5343
2021,KR,0.3781,0.4445,12.0865,16.3311
2022,KR,0.3753,0.4445,11.9568,16.3311
2023,KR,0.3753,0.4445,11.9552,16.3311
1980,KS,0.4037,0.4735,13.441,18.1856
1981,KS,0.4042,0.4735,13.4636,18.1856
1982,KS,0.4041,0.4735,13.4614,18.1856
1983,KS,0.4043,0.4735,13.4709,18.1856
1984,KS,0.4042,0.4735,13.4643,18.1856
1985,KS,0.404,0.4735,13.4523,18.1856
1986,KS,0.4039,0.4735,13.4513,18.1856
1987,KS,0.4042,0.4735,13.4651,18.1856
1988,KS,0.4042,0.4735,13.4637,18.1856
1989,KS,0.4047,0.4735,13.4949,18.1856
1990,KS,0.4045,0.4735,13.4829,18.1856
1991,KS,0.4042,0.4735,13.4592,18.1856
1992,KS,0.4047,0.4735,13.4709,18.1856
1993,KS,0.4037,0.4735,13.4071,18.1856
1994,KS,0.4034,0.4735,13.3917,18.1856
1995,KS,0.4028,0.4735,13.3618,18.1856
1996,KS,0.403,0.4735,13.3759,18.1856
1997,KS,0.4031,0.4735,13.3829,18.1856
1998,KS,0.4032,0.4735,13.3841,18.1856
1999,KS,0.4032,0.4735,13.3829,18.1856
2000,KS,0.4038,0.4735,13.4147,18.1856
2001,KS,0.4041,0.4735,13.4398,18.1856
2002,KS,0.4037,0.4735,13.4189,18.1856
2003,KS,0.4036,0.4735,13.4088,18.1856
2004,KS,0.4046,0.4749,13.4045,18.2298
2005,KS,0.408,0.4789,13.6206,18.5882
2006,KS,0.4029,0.473,13.2948,18.0397
2007,KS,0.3992,0.4686,13.009,17.5576
2008,KS,0.4096,0.4802,13.7553,18.7184
2009,KS,0.3898,0.4784,12.6012,18.5671
2010,KS,0.4154,0.4908,14.255,19.9274
2011,KS,0.3934,0.4672,12.835,17.4501
2012,KS,0.3956,0.4691,12.957,17.6446
2013,KS,0.3906,0.4604,12.6269,16.8034
2014,KS,0.4005,0.4661,13.256,17.3864
2015,KS,0.3929,0.4661,12.8055,17.4067
2016,KS,0.3919,0.4659,12.7432,17.3973
2017,KS,0.4006,0.4739,13.3202,18.1812
2018,KS,0.3954,0.4722,12.9976,18.0037
2019,KS,0.4025,0.4691,13.3144,17.6783
2020,KS,0.3757,0.4668,11.8985,17.4438
2021,KS,0.3807,0.4668,12.1513,17.4438
2022,KS,0.3809,0.4668,12.1662,17.4438
2023,KS,0.3811,0.4668,12.1808,17.4438
1980,KW,0.6446000000000001,0.628,47.5156,43.2639
1981,KW,0.635,0.628,44.6652,43.2639
1982,KW,0.6306,0.628,43.4226,43.2639
1983,KW,0.6293000000000001,0.628,43.0745,43.2639
1984,KW,0.6304000000000001,0.628,43.3517,43.2639
1985,KW,0.6286,0.628,42.8588,43.2639
1986,KW,0.624,0.628,41.6515,43.2639
1987,KW,0.628,0.628,42.6845,43.2639
1988,KW,0.6268,0.628,42.3596,43.2639
1989,KW,0.6317,0.628,43.65790000000001,43.2639
1990,KW,0.6222,0.628,41.2042,43.2639
1991,KW,0.619,0.628,40.4634,43.2639
1992,KW,0.6211,0.628,40.937,43.2639
1993,KW,0.6162000000000001,0.628,39.7757,43.2639
1994,KW,0.6093000000000001,0.628,38.2444,43.2639
1995,KW,0.6167,0.628,39.9029,43.2639
1996,KW,0.6204000000000001,0.628,40.7776,43.2639
1997,KW,0.6211,0.628,40.9458,43.2639
1998,KW,0.6135,0.628,39.163,43.2639
1999,KW,0.6117,0.628,38.7692,43.2639
2000,KW,0.6107,0.628,38.5401,43.2639
2001,KW,0.6048,0.628,37.2524,43.2639
2002,KW,0.6128,0.628,38.9859,43.2639
2003,KW,0.6164000000000001,0.628,39.7994,43.2639
2004,KW,0.6218,0.628,41.0967,43.2639
2005,KW,0.6238,0.628,41.5972,43.2639
2006,KW,0.6029,0.628,36.8889,43.2639
2007,KW,0.6333000000000001,0.628,44.09820000000001,43.2639
2008,KW,0.5741,0.6271,31.5614,42.80260000000001
2009,KW,0.6255000000000001,0.626,41.5763,42.2979
2010,KW,0.6044,0.6248,36.6371,41.7434
2011,KW,0.6006,0.6234000000000001,35.6507,41.1313
2012,KW,0.6094,0.6219,37.1267,40.4521
2013,KW,0.6077,0.6201,36.4562,39.6941
2014,KW,0.5082,0.5115000000000001,22.6462,23.5299
2015,KW,0.5186000000000001,0.5115000000000001,23.755,23.5299
2016,KW,0.5177,0.5115000000000001,23.6547,23.5299
2017,KW,0.5181,0.5115000000000001,23.6935,23.5299
