year,country,gdiincj992,gptincj992,rdiincj992,rptincj992
2020,ER,0.5276000000000001,0.5354,24.9572,26.2954
2021,ER,0.5285000000000001,0.5354,25.0653,26.2954
2022,ER,0.5289,0.5354,25.1156,26.2954
2023,ER,0.529,0.5354,25.1197,26.2954
1980,ES,0.375,0.4632,11.707,17.234
1981,ES,0.3668,0.4612,11.2953,17.0422
1982,ES,0.3623,0.4605,11.1016,16.9934
1983,ES,0.3562,0.4607,10.8128,16.9826
1984,ES,0.3575,0.4612,10.8691,17.0461
1985,ES,0.3626,0.4633,11.1347,17.2788
1986,ES,0.3733,0.4752,11.8082,18.4134
1987,ES,0.3655,0.477,11.3691,18.5917
1988,ES,0.3668,0.4804,11.4472,18.9257
1989,ES,0.3624,0.4875,11.2532,19.6648
1990,ES,0.3727,0.4845,11.5996,19.307
1991,ES,0.3674,0.4784,11.2501,18.6832
1992,ES,0.363,0.4711,10.9848,17.9451
1993,ES,0.3608,0.4646,10.8221,17.346
1994,ES,0.3654,0.4719,11.1375,18.0282
1995,ES,0.3683,0.4741,11.3246,18.2693
1996,ES,0.3635,0.4721,11.0475,18.0412
1997,ES,0.3567,0.4603,10.6418,16.9374
1998,ES,0.3568,0.461,10.6785,17.0277
1999,ES,0.3573,0.4631,10.7471,17.192
2000,ES,0.3437,0.4586,10.1781,16.8136
2001,ES,0.3407,0.4526,9.9933,16.2744
2002,ES,0.3398,0.4553,9.969000000000001,16.5156
2003,ES,0.3426,0.4575,10.1231,16.7061
2004,ES,0.3351,0.4433,9.803,15.8163
2005,ES,0.3251,0.4384,9.377,15.4211
2006,ES,0.3284,0.4496,9.565100000000001,16.3018
2007,ES,0.3223,0.4594,9.2782,16.9055
2008,ES,0.3286,0.4479,9.6175,16.181
2009,ES,0.3322,0.4543,9.8976,16.8778
2010,ES,0.3224,0.4412,9.3924,15.697
2011,ES,0.3217,0.4411,9.345,15.6436
2012,ES,0.3187,0.4408,9.2668,15.7275
2013,ES,0.3232,0.4505,9.4321,16.3343
2014,ES,0.3255,0.4523,9.52,16.4754
2015,ES,0.3348,0.4487,9.947700000000001,16.3579
2016,ES,0.3374,0.4513,10.0383,16.5198
2017,ES,0.3325,0.4406,9.8269,15.795
2018,ES,0.325,0.4324,9.4956,15.2237
2019,ES,0.3207,0.4285,9.3041,14.9006
2020,ES,0.2986,0.4285,8.5494,14.9006
2021,ES,0.3072,0.4285,8.8351,14.9006
2022,ES,0.3129,0.4285,9.027800000000001,14.9006
2023,ES,0.3129,0.4285,9.0276,14.9006
1980,ET,0.6517000000000001,0.6483,47.2362,46.4736
1981,ET,0.6511,0.6483,47.058,46.4736
1982,ET,0.6493,0.6483,46.6157,46.4736
1983,ET,0.6478,0.6483,46.2427,46.4736
1984,ET,0.6473,0.6483,46.0628,46.4736
1985,ET,0.6488,0.6483,46.4581,46.4736
1986,ET,0.6485000000000001,0.6483,46.3891,46.4736
1987,ET,0.6482,0.6483,46.3204,46.4736
1988,ET,0.6487,0.6483,46.4608,46.4736
1989,ET,0.6489,0.6483,46.5,46.4736
1990,ET,0.6486000000000001,0.6483,46.4308,46.4736
1991,ET,0.6522,0.6483,47.3759,46.4736
1992,ET,0.6529,0.6483,47.4981,46.4736
1993,ET,0.6545000000000001,0.6483,47.8875,46.4736
1994,ET,0.651,0.6483,46.8624,46.4736
1995,ET,0.6527000000000001,0.6483,47.37710000000001,46.4736
1996,ET,0.6171,0.61,39.029,37.8811
1997,ET,0.5803,0.5717,32.1863,31.1828
1998,ET,0.5435,0.5334,26.6678,25.8145
1999,ET,0.5112,0.4951,22.603,21.4159
2000,ET,0.5104000000000001,0.4958,22.5135,21.4922
2001,ET,0.5059,0.4964,22.0379,21.5686
2002,ET,0.5034000000000001,0.497,21.7622,21.6452
2003,ET,0.5089,0.4976,22.3629,21.7219
2004,ET,0.4999,0.4983,21.4499,21.7988
2005,ET,0.514,0.5025000000000001,22.9672,22.2312
2006,ET,0.5268,0.5066,24.4853,22.6745
2007,ET,0.53,0.5108,24.9073,23.1293
2008,ET,0.5344,0.515,25.4707,23.5959
2009,ET,0.5358,0.5192,25.6667,24.0748
2010,ET,0.5361,0.5233,25.7257,24.5665
2011,ET,0.5389,0.5257000000000001,26.1454,24.8992
2012,ET,0.5407000000000001,0.5282,26.4399,25.2383
2013,ET,0.5418000000000001,0.5306000000000001,26.6452,25.5839
2014,ET,0.5426,0.533,26.8122,25.9362
2015,ET,0.5443,0.5354,27.0986,26.2954
2016,ET,0.5395,0.5354,26.4362,26.2954
2017,ET,0.5432,0.5354,26.9536,26.2954
2018,ET,0.5429,0.5354,26.8976,26.2954
2019,ET,0.5434,0.5354,26.976,26.2954
2020,ET,0.5431,0.5354,26.9358,26.2954
2021,ET,0.542,0.5354,26.7798,26.2954
2022,ET,0.5409,0.5354,26.6281,26.2954
2023,ET,0.541,0.5354,26.6429,26.2954
1980,FI,0.2581,0.3901,6.6642,11.3444
1981,FI,0.2456,0.3825,6.2107,10.7931
1982,FI,0.2427,0.3813,6.105300000000001,10.6627
1983,FI,0.2399,0.3827,6.0635,10.7409
1984,FI,0.2463,0.3866,6.3093,11.0895
1985,FI,0.2407,0.3836,6.1492,10.8739
1986,FI,0.2321,0.3809,5.8758,10.6833
1987,FI,0.2418,0.3879,6.278700000000001,11.2965
1988,FI,0.2352,0.3617,6.100700000000001,10.3933
1989,FI,0.2265,0.3785,5.8171,10.7404
1990,FI,0.2128,0.3751,5.2922,10.2731
1991,FI,0.1783,0.3609,4.515400000000001,9.4677
1992,FI,0.168,0.3571,4.3757,9.3078
1993,FI,0.1777,0.362,4.7526,9.8237
1994,FI,0.1962,0.3931,5.319100000000001,11.7179
1995,FI,0.2122,0.3664,5.7506,11.1146
1996,FI,0.2052,0.4045,5.5183,12.6204
1997,FI,0.2252,0.3814,6.1425,12.1511
1998,FI,0.2328,0.4238,6.3878,14.1489
1999,FI,0.2371,0.3927,6.5635,12.873
2000,FI,0.2438,0.4078,6.7392,13.8348
2001,FI,0.2543,0.3974,7.0587,13.2526
2002,FI,0.2511,0.4274,6.939500000000001,14.4749
2003,FI,0.2494,0.3918,6.8356,12.7224
2004,FI,0.2534,0.401,7.0406,13.3619
2005,FI,0.2482,0.3923,6.692900000000001,12.644
2006,FI,0.2562,0.4045,7.0292,13.4966
2007,FI,0.2571,0.4025,6.9908,13.3258
2008,FI,0.2649,0.4182,7.299600000000001,14.3189
2009,FI,0.2528,0.4119,6.8132,13.6104
2010,FI,0.2622,0.4189,7.119000000000001,14.0768
2011,FI,0.2583,0.4168,6.9827,13.8971
2012,FI,0.2506,0.4095,6.7045,13.4143
2013,FI,0.2448,0.4068,6.4983,13.1727
2014,FI,0.2483,0.4112,6.6635,13.4799
2015,FI,0.2577,0.4194,6.9819,14.1154
2016,FI,0.2559,0.4161,6.9606,13.9235
2017,FI,0.2644,0.4194,7.2998,14.278
2018,FI,0.2676,0.418,7.3977,14.1423
2019,FI,0.2665,0.4162,7.3409,14.0034
2020,FI,0.2688,0.4238,7.512700000000001,14.5814
2021,FI,0.2724,0.4238,7.612100000000001,14.5814
2022,FI,0.2765,0.4238,7.7309,14.5814
2023,FI,0.2761,0.4238,7.7191,14.5814
1980,FJ,0.3927,0.4403,12.9455,16.2005
1981,FJ,0.3936,0.4412,13.0022,16.2741
1982,FJ,0.3945,0.4421,13.0602,16.3494
1983,FJ,0.3954,0.443,13.1197,16.4265
1984,FJ,0.3963,0.444,13.1804,16.5054
1985,FJ,0.3972,0.4449,13.2427,16.5861
1986,FJ,0.3982,0.4459,13.3064,16.6688
1987,FJ,0.3992,0.4469,13.3717,16.7536
1988,FJ,0.4002,0.4479,13.4386,16.8404
1989,FJ,0.4012,0.449,13.5072,16.9294
1990,FJ,0.4023,0.45,13.5776,17.0207
1991,FJ,0.4036,0.4515,13.6925,17.1709
1992,FJ,0.4048,0.453,13.8036,17.3163
1993,FJ,0.4061,0.4544,13.9113,17.457
1994,FJ,0.4073,0.4558,14.0156,17.5935
1995,FJ,0.4085,0.4571,14.1166,17.7257
1996,FJ,0.4097,0.4584,14.2147,17.8539
1997,FJ,0.4109,0.4596,14.3098,17.9784
1998,FJ,0.412,0.4608,14.4021,18.0992
1999,FJ,0.4132,0.462,14.4918,18.2165
2000,FJ,0.4143,0.4631,14.5789,18.3305
2001,FJ,0.4231,0.4719,15.238,19.1606
2002,FJ,0.4318,0.4805,15.9105,20.0076
2003,FJ,0.4404,0.489,16.5968,20.8718
2004,FJ,0.4489,0.4972,17.2974,21.7539
2005,FJ,0.4573,0.5052,18.0127,22.6543
2006,FJ,0.4655,0.5131,18.7432,23.5738
2007,FJ,0.4735,0.5207,19.4894,24.5128
2008,FJ,0.4814000000000001,0.5282,20.2518,25.472
2009,FJ,0.4892,0.5356000000000001,21.0308,26.4521
2010,FJ,0.4968,0.5428000000000001,21.8273,27.4537
2011,FJ,0.4989,0.5447000000000001,22.054,27.7359
2012,FJ,0.5009,0.5466,22.2727,28.008
2013,FJ,0.5028,0.5483,22.4835,28.2705
2014,FJ,0.5046,0.55,22.6872,28.524
2015,FJ,0.5063,0.5516,22.8838,28.7689
2016,FJ,0.508,0.5531,23.0741,29.0056
2017,FJ,0.5096,0.5546,23.258,29.2345
2018,FJ,0.5111,0.556,23.436,29.456
2019,FJ,0.5125000000000001,0.5574,23.6082,29.6705
2020,FJ,0.5139,0.5587,23.7752,29.8783
2021,FJ,0.5139,0.5587,23.7753,29.8783
2022,FJ,0.5139,0.5587,23.7752,29.8783
2023,FJ,0.5139,0.5587,23.7753,29.8783
1980,FM,0.3927,0.4403,12.9455,16.2005
1981,FM,0.3936,0.4412,13.0022,16.2741
1982,FM,0.3945,0.4421,13.0603,16.3494
1983,FM,0.3954,0.443,13.1196,16.4265
1984,FM,0.3963,0.444,13.1804,16.5054
1985,FM,0.3972,0.4449,13.2427,16.5861
1986,FM,0.3982,0.4459,13.3064,16.6688
1987,FM,0.3992,0.4469,13.3717,16.7536
1988,FM,0.4002,0.4479,13.4386,16.8404
1989,FM,0.4012,0.449,13.5072,16.9294
1990,FM,0.4023,0.45,13.5777,17.0207
1991,FM,0.4036,0.4515,13.6925,17.1709
1992,FM,0.4048,0.453,13.8037,17.3163
1993,FM,0.4061,0.4544,13.9113,17.457
1994,FM,0.4073,0.4558,14.0156,17.5935
1995,FM,0.4085,0.4571,14.1167,17.7257
1996,FM,0.4097,0.4584,14.2147,17.8539
1997,FM,0.4109,0.4596,14.3098,17.9784
1998,FM,0.412,0.4608,14.4021,18.0992
1999,FM,0.4132,0.462,14.4918,18.2165
2000,FM,0.4143,0.4631,14.5788,18.3305
2001,FM,0.4231,0.4719,15.238,19.1606
2002,FM,0.4318,0.4805,15.9105,20.0076
2003,FM,0.4404,0.489,16.5968,20.8718
2004,FM,0.4489,0.4972,17.2974,21.7539
2005,FM,0.4573,0.5052,18.0126,22.6543
2006,FM,0.4655,0.5131,18.7432,23.5738
2007,FM,0.4735,0.5207,19.4894,24.5128
2008,FM,0.4814000000000001,0.5282,20.2518,25.472
2009,FM,0.4892,0.5356000000000001,21.031,26.4521
2010,FM,0.4968,0.5428000000000001,21.8274,27.4537
2011,FM,0.4989,0.5447000000000001,22.0541,27.7359
2012,FM,0.5009,0.5466,22.2725,28.008
2013,FM,0.5028,0.5483,22.4834,28.2705
2014,FM,0.5046,0.55,22.687,28.524
2015,FM,0.5063,0.5516,22.8839,28.7689
2016,FM,0.508,0.5531,23.0741,29.0056
2017,FM,0.5095000000000001,0.5546,23.2578,29.2345
2018,FM,0.5111,0.556,23.436,29.456
2019,FM,0.5125000000000001,0.5574,23.6083,29.6705
2020,FM,0.5139,0.5587,23.7752,29.8783
2021,FM,0.5139,0.5587,23.7753,29.8783
2022,FM,0.5139,0.5587,23.7753,29.8783
2023,FM,0.5139,0.5587,23.7753,29.8783
1980,FR,0.2913,0.4034,7.8212,12.4347
1981,FR,0.2811,0.4,7.483300000000001,12.2336
1982,FR,0.2745,0.3972,7.2677,12.0435
1983,FR,0.274,0.3977,7.2649,12.092
1984,FR,0.2749,0.3999,7.2987,12.2425
1985,FR,0.2813,0.3994,7.5469,12.3064
1986,FR,0.2864,0.4039,7.7933,12.7098
1987,FR,0.2902,0.4056,7.966200000000001,12.9109
1988,FR,0.2954,0.4062,8.1965,13.0424
1989,FR,0.3039,0.415,8.5488,13.6351
1990,FR,0.3084,0.4182,8.6769,13.8026
1991,FR,0.2978,0.4201,8.2383,13.7169
1992,FR,0.2959,0.4179,8.1216,13.5955
1993,FR,0.289,0.4205,7.9347,13.7827
1994,FR,0.2928,0.4252,8.0871,14.1196
1995,FR,0.292,0.4255,8.0847,14.1837
1996,FR,0.2948,0.4337,8.2421,14.8167
1997,FR,0.2974,0.439,8.3381,15.2314
1998,FR,0.2918,0.4442,8.1698,15.682
1999,FR,0.2888,0.4426,8.044,15.5747
2000,FR,0.2937,0.444,8.2403,15.7298
2001,FR,0.2924,0.443,8.2058,15.6816
2002,FR,0.2933,0.4461,8.238100000000001,15.8902
2003,FR,0.295,0.4504,8.284600000000001,16.2108
2004,FR,0.3009,0.4566,8.4975,16.7399
2005,FR,0.2981,0.4557,8.3767,16.6656
2006,FR,0.289,0.4524,8.0093,16.3867
2007,FR,0.3,0.461,8.457600000000001,17.1577
2008,FR,0.3008,0.4645,8.5336,17.4507
2009,FR,0.2877,0.4508,7.9245,16.1564
2010,FR,0.2866,0.4542,7.918,16.4657
2011,FR,0.2838,0.4525,7.823600000000001,16.3498
2012,FR,0.27,0.4448,7.2504,15.6323
2013,FR,0.2644,0.4415,6.977200000000001,15.3145
2014,FR,0.2646,0.4404,7.0025,15.2414
2015,FR,0.274,0.4501,7.398300000000001,16.0724
2016,FR,0.27,0.4486,7.271800000000001,15.9746
2017,FR,0.2699,0.4504,7.294300000000001,16.1242
2018,FR,0.2708,0.456,7.3295,16.6287
2019,FR,0.2686,0.4532,7.2283,16.3601
2020,FR,0.2567,0.4513,6.8699,16.1758
2021,FR,0.2677,0.4597,7.2541,16.9206
2022,FR,0.2686,0.4564,7.221500000000001,16.6033
2023,FR,0.2682,0.4564,7.2087,16.6033
1980,GA,0.5611,0.5989,30.1781,37.3104
1981,GA,0.5348,0.5989,26.2138,37.3104
1982,GA,0.5332,0.5989,26.005,37.3104
1983,GA,0.5418000000000001,0.5989,27.2142,37.3104
1984,GA,0.5462,0.5989,27.8569,37.3104
1985,GA,0.5409,0.5989,27.0883,37.3104
1986,GA,0.5366000000000001,0.5989,26.4669,37.3104
1987,GA,0.5791000000000001,0.5989,33.1806,37.3104
1988,GA,0.5841000000000001,0.5989,34.1146,37.3104
1989,GA,0.5917,0.5989,35.5706,37.3104
1990,GA,0.5860000000000001,0.5989,34.4607,37.3104
1991,GA,0.5773,0.5989,32.9126,37.3104
1992,GA,0.5758,0.5989,32.6061,37.3104
1993,GA,0.5819,0.5989,33.7034,37.3104
1994,GA,0.5745,0.5989,32.3939,37.3104
1995,GA,0.5555,0.5989,29.2781,37.3104
1996,GA,0.5532,0.5989,28.9236,37.3104
1997,GA,0.5954,0.5989,36.3218,37.3104
1998,GA,0.5918,0.5989,35.5773,37.3104
1999,GA,0.5967,0.5989,36.5756,37.3104
2000,GA,0.5971000000000001,0.5989,36.6449,37.3104
2001,GA,0.5957,0.5989,36.3517,37.3104
2002,GA,0.5939,0.5989,35.9793,37.3104
2003,GA,0.5927,0.5989,35.7018,37.3104
2004,GA,0.5887,0.5989,34.9178,37.3104
2005,GA,0.5928,0.5989,35.7454,37.3104
2006,GA,0.5849,0.5944,34.2227,36.4072
2007,GA,0.5817,0.5898,33.6592,35.5256
2008,GA,0.5778,0.5852,32.9738,34.6646
2009,GA,0.5632,0.5806,30.4522,33.8237
2010,GA,0.5553,0.5760000000000001,29.2148,33.0021
2011,GA,0.5467000000000001,0.5714,27.8945,32.1992
2012,GA,0.5479,0.5669000000000001,28.0907,31.4143
2013,GA,0.5417000000000001,0.5623,27.164,30.6468
2014,GA,0.5426,0.5577,27.3027,29.8961
2015,GA,0.5408000000000001,0.5531,27.0314,29.1618
2016,GA,0.5334,0.5485,25.9709,28.4433
2017,GA,0.5281,0.544,25.2245,27.74
2018,GA,0.5289,0.544,25.351,27.74
2019,GA,0.5267000000000001,0.544,25.053,27.74
2020,GA,0.5231,0.544,24.5798,27.74
2021,GA,0.5266000000000001,0.544,25.0298,27.74
2022,GA,0.5251,0.544,24.8356,27.74
2023,GA,0.5249,0.544,24.805,27.74
1980,GB,0.2496,0.3926,6.640300000000001,12.0479
1981,GB,0.2446,0.3926,6.4756,12.0479
1982,GB,0.244,0.3954,6.4646,12.2112
1983,GB,0.2489,0.401,6.6763,12.5776
1984,GB,0.2537,0.4034,6.891500000000001,12.8846
1985,GB,0.2568,0.4103,6.9543,13.212
1986,GB,0.2623,0.4037,7.180800000000001,13.1017
1987,GB,0.2645,0.4169,7.2293,13.7246
1988,GB,0.2709,0.4239,7.4591,14.2222
1989,GB,0.2677,0.4186,7.3091,13.8594
1990,GB,0.3014,0.459,8.518,16.6708
1991,GB,0.2988,0.4618,8.3841,16.9129
1992,GB,0.2913,0.4567,8.1753,16.4334
1993,GB,0.2912,0.4438,8.3134,15.8975
1994,GB,0.2953,0.445,8.5999,16.0836
1995,GB,0.2966,0.4517,8.5546,16.6309
1996,GB,0.3074,0.4595,9.1204,17.3457
1997,GB,0.3082,0.4548,9.1125,16.9744
1998,GB,0.3046,0.4624,8.852500000000001,17.7045
1999,GB,0.311,0.468,9.1259,18.1839
2000,GB,0.2988,0.4803,8.6018,18.8353
2001,GB,0.3017,0.462,8.7735,17.6666
2002,GB,0.2974,0.4596,8.7087,17.5431
2003,GB,0.301,0.4739,8.9006,18.7803
2004,GB,0.3002,0.4667,8.9673,18.1335
2005,GB,0.2936,0.4782,8.5721,19.1628
2006,GB,0.2953,0.4826,8.8754,19.6272
2007,GB,0.2977,0.4768,8.9468,19.0798
2008,GB,0.2805,0.4724,7.9408,18.4078
2009,GB,0.2911,0.4936,8.469800000000001,20.533
2010,GB,0.253,0.4505,7.0159,16.3674
2011,GB,0.2609,0.4728,7.3158,18.0669
2012,GB,0.2778,0.4845,8.1343,19.2145
2013,GB,0.2901,0.4995,8.801400000000001,20.9398
2014,GB,0.2767,0.4794,8.206800000000001,18.8077
2015,GB,0.2699,0.4691,7.8733,17.759
2016,GB,0.2667,0.4673,7.773300000000001,17.6182
2017,GB,0.2614,0.4659,7.4378,17.4763
2018,GB,0.2729,0.467,7.983000000000001,17.6142
2019,GB,0.2747,0.4649,8.0172,17.4223
2020,GB,0.2525,0.4708,7.425800000000001,17.9681
2021,GB,0.2603,0.4708,7.6424,17.9681
2022,GB,0.2711,0.4708,7.9455,17.9681
2023,GB,0.2708,0.4708,7.9363,17.9681
1980,GD,0.6531,0.6852,53.2666,67.9179
1981,GD,0.6534,0.6854,53.4791,68.1717
1982,GD,0.6538,0.6857000000000001,53.6974,68.4321
1983,GD,0.6541,0.6859000000000001,53.92160000000001,68.6991
1984,GD,0.6545000000000001,0.6861,54.15150000000001,68.973
1985,GD,0.6548,0.6863,54.3873,69.2543
1986,GD,0.6552,0.6866,54.63610000000001,69.5466
1987,GD,0.6556000000000001,0.6868000000000001,54.9007,69.8516
1988,GD,0.656,0.6871,55.1717,70.16510000000001
1989,GD,0.6565000000000001,0.6877,55.4512,70.756
1990,GD,0.6569,0.6879000000000001,55.7387,71.07560000000001
1991,GD,0.656,0.6868000000000001,55.3928,70.3514
1992,GD,0.6551,0.6859000000000001,55.0542,69.894
1993,GD,0.6542,0.6851,54.7229,69.4469
1994,GD,0.6534,0.6842,54.3982,69.0095
1995,GD,0.6525000000000001,0.6834,54.0808,68.58160000000001
1996,GD,0.6517000000000001,0.6826,53.7699,68.16290000000001
1997,GD,0.6509,0.6818000000000001,53.4649,67.7531
1998,GD,0.65,0.681,53.16670000000001,67.3518
1999,GD,0.6492,0.6802,52.8736,66.959
2000,GD,0.6484,0.6794,52.587,66.5742
2001,GD,0.647,0.6781,52.11640000000001,65.9821
2002,GD,0.6456000000000001,0.6768000000000001,51.675,65.4263
2003,GD,0.6443,0.6756,51.2594,64.9036
2004,GD,0.6431,0.6745,50.8684,64.4111
2005,GD,0.6419,0.6734,50.49930000000001,63.9463
2006,GD,0.6408,0.6724,50.1503,63.5069
2007,GD,0.6398,0.6714,49.82,63.0909
2008,GD,0.6387,0.6704,49.50700000000001,62.6965
2009,GD,0.6378,0.6695,49.2096,62.32190000000001
2010,GD,0.6368,0.6687000000000001,48.9272,61.9659
2011,GD,0.6269,0.6601,45.4265,57.5423
2012,GD,0.6171,0.6516000000000001,42.3563,53.6641
2013,GD,0.6074,0.6431,39.6415,50.2363
2014,GD,0.5978,0.6347,37.2241,47.1848
2015,GD,0.5883,0.6264000000000001,35.0581,44.4507
2016,GD,0.5789000000000001,0.6182000000000001,33.1057,41.98710000000001
2017,GD,0.5696,0.6099,31.3375,39.7557
2018,GD,0.5603,0.6018,29.728,37.7251
2019,GD,0.5512,0.5937,28.257,35.8694
2020,GD,0.5421,0.5868,26.9075,34.3825
2021,GD,0.5421,0.5868,26.9074,34.3825
2022,GD,0.5421,0.5868,26.9074,34.3825
2023,GD,0.5421,0.5868,26.9074,34.3825
1980,GE,0.5379,0.3026,26.2,8.0042
1981,GE,0.538,0.3009,26.2082,7.963200000000001
1982,GE,0.5379,0.2993,26.2022,7.9232
1983,GE,0.538,0.2977,26.2088,7.8841
1984,GE,0.5381,0.2961,26.2236,7.8459
1985,GE,0.5382,0.2946,26.2415,7.8085
1986,GE,0.5378000000000001,0.2937,26.1889,7.783300000000001
1987,GE,0.5379,0.2929,26.2034,7.7586
1988,GE,0.5383,0.2921,26.2573,7.7343
1989,GE,0.5379,0.2953,26.1945,7.7895
1990,GE,0.5374,0.3092,26.1253,7.961
1991,GE,0.5372,0.3509,26.0935,9.9526
1992,GE,0.537,0.3924,26.068,12.3284
1993,GE,0.5363,0.434,25.9633,15.2114
1994,GE,0.5356000000000001,0.4755,25.8785,18.7835
1995,GE,0.5355,0.517,25.8649,23.3251
1996,GE,0.5293,0.5582,25.1033,29.2931
1997,GE,0.5411,0.5807,26.9631,33.5722
1998,GE,0.5700000000000001,0.6076,30.8594,38.174
1999,GE,0.5466,0.5823,27.6124,33.6074
2000,GE,0.5548000000000001,0.5840000000000001,28.8027,33.942
2001,GE,0.5384,0.5812,26.3448,33.1656
2002,GE,0.5176000000000001,0.5574,23.6841,29.1663
2003,GE,0.5063,0.5519000000000001,22.4353,28.3284
2004,GE,0.4886,0.5478000000000001,20.6529,27.749
2005,GE,0.5094000000000001,0.5624,22.7601,29.9479
2006,GE,0.5112,0.5612,22.9727,29.8071
2007,GE,0.5278,0.5802,25.0049,33.0471
2008,GE,0.4974,0.5739000000000001,21.6206,31.9848
2009,GE,0.471,0.5541,19.0722,28.6296
2010,GE,0.4869,0.5652,20.5588,30.5154
2011,GE,0.5171,0.6019,23.7971,37.1786
2012,GE,0.4895,0.5640000000000001,20.8204,30.2161
2013,GE,0.5141,0.6004,23.4296,36.84840000000001
2014,GE,0.4775,0.5617,19.6925,29.539
2015,GE,0.4751,0.5623,19.5615,29.9523
2016,GE,0.4841,0.5797,20.3338,32.5767
2017,GE,0.4994,0.5874,21.7573,33.6902
2018,GE,0.5001,0.5805,21.9522,32.86980000000001
2019,GE,0.4984,0.5845,21.9103,33.5945
2020,GE,0.4684,0.5845,19.224,33.5945
2021,GE,0.4583,0.5845,18.0501,33.5945
2022,GE,0.4752,0.5845,19.4711,33.5945
2023,GE,0.4762,0.5845,19.5743,33.5945
1980,GG,0.3907,0.4447,12.1408,15.6673
1981,GG,0.3932,0.4462,12.192,15.6794
1982,GG,0.3943,0.4474,12.2412,15.7618
1983,GG,0.3932,0.4467,12.1662,15.6659
1984,GG,0.3973,0.4511,12.4043,16.0022
1985,GG,0.4023,0.4558,12.726,16.4428
1986,GG,0.3973,0.4511,12.4171,16.039
1987,GG,0.3945,0.4493,12.2957,15.9193
1988,GG,0.3879,0.4446,11.9224,15.5019
1989,GG,0.3887,0.4448,12.0658,15.662
1990,GG,0.3874,0.4437,11.9102,15.4485
1991,GG,0.3846,0.4412,11.7608,15.2677
1992,GG,0.3928,0.45,12.3342,16.072
1993,GG,0.4016,0.4578,12.8392,16.7372
1994,GG,0.4111,0.4658,13.5058,17.5505
1995,GG,0.4086,0.463,13.2847,17.2249
1996,GG,0.4098,0.4639,13.3772,17.3317
1997,GG,0.4178,0.4717,13.9249,18.0455
1998,GG,0.4168,0.4714,13.8996,18.0497
1999,GG,0.4172,0.472,13.9226,18.0982
2000,GG,0.4242,0.4786,14.3935,18.7053
2001,GG,0.422,0.476,14.2121,18.4603
2002,GG,0.4166,0.471,13.816,17.9469
2003,GG,0.4201,0.4747,14.0704,18.3329
2004,GG,0.4307,0.4829,14.8527,19.2839
2005,GG,0.4299,0.4832,14.7293,19.1598
2006,GG,0.4355,0.4881,15.1983,19.7185
2007,GG,0.433,0.486,15.0447,19.5029
2008,GG,0.4159,0.4697,13.7038,17.7748
2009,GG,0.408,0.4627,13.1424,17.0821
2010,GG,0.4289,0.481,14.6625,18.9691
2011,GG,0.4295,0.4817,14.6987,19.032
2012,GG,0.4253,0.4774,14.3357,18.5617
2013,GG,0.4303,0.4812,14.6853,18.9467
2014,GG,0.4336,0.4848,14.9573,19.3329
2015,GG,0.4326,0.484,14.8848,19.2448
2016,GG,0.4324,0.4836,14.8857,19.2164
2017,GG,0.4313,0.4829,14.8385,19.1627
2018,GG,0.4291,0.4811,14.6823,18.9724
2019,GG,0.4256,0.478,14.4315,18.6471
2020,GG,0.4262,0.4784,14.4343,18.65
2021,GG,0.4313,0.4829,14.8543,19.1641
2022,GG,0.4309,0.4833,14.8493,19.1971
2023,GG,0.4309,0.4833,14.8493,19.1971
1980,GH,0.5651,0.5616,30.7072,30.4849
1981,GH,0.5651,0.5616,30.7123,30.4849
1982,GH,0.5629000000000001,0.5616,30.3404,30.4849
1983,GH,0.5646,0.5616,30.6246,30.4849
1984,GH,0.5643,0.5616,30.5652,30.4849
1985,GH,0.5617,0.5616,30.1147,30.4849
1986,GH,0.5594,0.5616,29.7443,30.4849
1987,GH,0.5589000000000001,0.5616,29.6719,30.4849
1988,GH,0.5565,0.5616,29.298,30.4849
1989,GH,0.5578000000000001,0.5616,29.4889,30.4849
1990,GH,0.5524,0.5616,28.614,30.4849
1991,GH,0.5562,0.5616,29.1933,30.4849
1992,GH,0.5513,0.5621,28.4893,30.612
1993,GH,0.549,0.5627,28.1524,30.7411
1994,GH,0.549,0.5633,28.1608,30.8723
1995,GH,0.5501,0.5639000000000001,28.3791,31.0057
1996,GH,0.5496,0.5644,28.3301,31.1413
1997,GH,0.5486,0.5650000000000001,28.2035,31.2791
1998,GH,0.5483,0.5656,28.1806,31.4193
1999,GH,0.5523,0.5701,28.8131,32.1917
2000,GH,0.5532,0.5746,28.9259,32.9817
2001,GH,0.5559000000000001,0.5791000000000001,29.3407,33.7899
2002,GH,0.5605,0.5836,30.0648,34.6168
2003,GH,0.561,0.5881000000000001,30.1168,35.463
2004,GH,0.5674,0.5927,31.1805,36.3294
2005,GH,0.5647,0.5972000000000001,30.726,37.2167
2006,GH,0.5799000000000001,0.5961000000000001,33.4622,37.0245
2007,GH,0.5784,0.595,33.214,36.8326
2008,GH,0.5779000000000001,0.5939,33.1142,36.6412
2009,GH,0.5713,0.5928,31.9276,36.4502
2010,GH,0.5664,0.5917,31.0868,36.2595
2011,GH,0.5629000000000001,0.5906,30.5281,36.0692
2012,GH,0.5606,0.5895,30.164,35.8793
2013,GH,0.5741,0.5915,32.5545,36.29510000000001
2014,GH,0.5758,0.5934,32.9074,36.718
2015,GH,0.5779000000000001,0.5953,33.2886,37.1483
