unit,year,country,variable,value
g,2014,AU,ghwealj992,0.726584393525201
g,2015,AU,ghwealj992,0.724577183900237
g,2016,AU,ghwealj992,0.723623162492174
g,2017,AU,ghwealj992,0.725927650483442
g,2018,AU,ghwealj992,0.727100987298797
g,2019,AU,ghwealj992,0.726901679899356
g,2020,AU,ghwealj992,0.725695243125813
g,2021,AU,ghwealj992,0.728304398998858
g,2022,AU,ghwealj992,0.72878490223809
g,1995,AZ,ghwealj992,0.721116277181096
g,1996,AZ,ghwealj992,0.721359046828439
g,1997,AZ,ghwealj992,0.72151344584617
g,1998,AZ,ghwealj992,0.721669092397846
g,1999,AZ,ghwealj992,0.721743228389656
g,2000,AZ,ghwealj992,0.721999222476612
g,2001,AZ,ghwealj992,0.722587718714678
g,2002,AZ,ghwealj992,0.723100323324346
g,2003,AZ,ghwealj992,0.723243383350265
g,2004,AZ,ghwealj992,0.724092475491958
g,2005,AZ,ghwealj992,0.72460620255832
g,2006,AZ,ghwealj992,0.724865056207605
g,2007,AZ,ghwealj992,0.725269723725404
g,2008,AZ,ghwealj992,0.725325716235574
g,2009,AZ,ghwealj992,0.724428050999535
g,2010,AZ,ghwealj992,0.724115072495749
g,2011,AZ,ghwealj992,0.724519205169045
g,2012,AZ,ghwealj992,0.725215679956278
g,2013,AZ,ghwealj992,0.72530127412918
g,2014,AZ,ghwealj992,0.725740721117475
g,2015,AZ,ghwealj992,0.72530127412918
g,2016,AZ,ghwealj992,0.72471045076189
g,2017,AZ,ghwealj992,0.724880864945433
g,2018,AZ,ghwealj992,0.725563410267583
g,2019,AZ,ghwealj992,0.72555629389791
g,2020,AZ,ghwealj992,0.72555629389791
g,2021,AZ,ghwealj992,0.72555629389791
g,2022,AZ,ghwealj992,0.726047249787086
g,1995,BA,ghwealj992,0.719375058413419
g,1996,BA,ghwealj992,0.719438986366015
g,1997,BA,ghwealj992,0.719655780702126
g,1998,BA,ghwealj992,0.720179293391965
g,1999,BA,ghwealj992,0.720266165449871
g,2000,BA,ghwealj992,0.720588111458511
g,2001,BA,ghwealj992,0.721023144554778
g,2002,BA,ghwealj992,0.721425739823275
g,2003,BA,ghwealj992,0.722642367781759
g,2004,BA,ghwealj992,0.723214068998189
g,2005,BA,ghwealj992,0.723047967897841
g,2006,BA,ghwealj992,0.722325051279029
g,2007,BA,ghwealj992,0.721770562566931
g,2008,BA,ghwealj992,0.723146791270622
g,2009,BA,ghwealj992,0.72311916246845
g,2010,BA,ghwealj992,0.72311916246845
g,2011,BA,ghwealj992,0.723146791270622
g,2012,BA,ghwealj992,0.722437575536446
g,2013,BA,ghwealj992,0.722128836764284
g,2014,BA,ghwealj992,0.721872526245605
g,2015,BA,ghwealj992,0.722325051279029
g,2016,BA,ghwealj992,0.722379354524207
g,2017,BA,ghwealj992,0.722437575536446
g,2018,BA,ghwealj992,0.722437575536446
g,2019,BA,ghwealj992,0.722642367781759
g,2020,BA,ghwealj992,0.722642367781759
g,2021,BA,ghwealj992,0.722642367781759
g,2022,BA,ghwealj992,0.723053823580244
g,1995,BD,ghwealj992,0.741576410483304
g,1996,BD,ghwealj992,0.741523260414283
g,1997,BD,ghwealj992,0.740695382225411
g,1998,BD,ghwealj992,0.74055428088765
g,1999,BD,ghwealj992,0.740218384596901
g,2000,BD,ghwealj992,0.740196350880908
g,2001,BD,ghwealj992,0.740371961819449
g,2002,BD,ghwealj992,0.74096123249582
g,2003,BD,ghwealj992,0.741611991579205
g,2004,BD,ghwealj992,0.741539171830865
g,2005,BD,ghwealj992,0.742390847894058
g,2006,BD,ghwealj992,0.74096123249582
g,2007,BD,ghwealj992,0.740042481058467
g,2008,BD,ghwealj992,0.739239740069095
g,2009,BD,ghwealj992,0.738040178545404
g,2010,BD,ghwealj992,0.737299030760568
g,2011,BD,ghwealj992,0.737084589823482
g,2012,BD,ghwealj992,0.737084589823482
g,2013,BD,ghwealj992,0.73703208026042
g,2014,BD,ghwealj992,0.736982521047068
g,2015,BD,ghwealj992,0.736930315685086
g,2016,BD,ghwealj992,0.736826595844406
g,2017,BD,ghwealj992,0.736817270714965
g,2018,BD,ghwealj992,0.736843450407406
g,2019,BD,ghwealj992,0.736869772841047
g,2020,BD,ghwealj992,0.736869772841047
g,2021,BD,ghwealj992,0.736904691225746
g,2022,BD,ghwealj992,0.737462848206178
g,1995,BE,ghwealj992,0.672550187001903
g,1996,BE,ghwealj992,0.672758205267325
g,1997,BE,ghwealj992,0.672857219588527
g,1998,BE,ghwealj992,0.672642369751362
g,1999,BE,ghwealj992,0.673190806464172
g,2000,BE,ghwealj992,0.672653915368299
g,2001,BE,ghwealj992,0.672519744410852
g,2002,BE,ghwealj992,0.672076281505523
g,2003,BE,ghwealj992,0.672060268282301
g,2004,BE,ghwealj992,0.672554202657228
g,2005,BE,ghwealj992,0.672435639128134
g,2006,BE,ghwealj992,0.673444145546927
g,2007,BE,ghwealj992,0.674449831012957
g,2008,BE,ghwealj992,0.673088028605804
g,2009,BE,ghwealj992,0.672226191939647
g,2010,BE,ghwealj992,0.672735673281377
g,2011,BE,ghwealj992,0.672441674710875
g,2012,BE,ghwealj992,0.663338553347486
g,2013,BE,ghwealj992,0.659165657556535
g,2014,BE,ghwealj992,0.663271955387771
g,2015,BE,ghwealj992,0.667971599316697
g,2016,BE,ghwealj992,0.669659062314796
g,2017,BE,ghwealj992,0.672242360804198
g,2018,BE,ghwealj992,0.673245905181243
g,2019,BE,ghwealj992,0.673808850449042
g,2020,BE,ghwealj992,0.673318013244884
g,2021,BE,ghwealj992,0.673916168408802
g,2022,BE,ghwealj992,0.67387860618927
g,1995,BF,ghwealj992,0.893206404366282
g,1996,BF,ghwealj992,0.898913749755621
g,1997,BF,ghwealj992,0.904412513080075
g,1998,BF,ghwealj992,0.908083547563734
g,1999,BF,ghwealj992,0.898727242671299
g,2000,BF,ghwealj992,0.885248220815754
g,2001,BF,ghwealj992,0.864236051000148
g,2002,BF,ghwealj992,0.835998320708001
g,2003,BF,ghwealj992,0.794401633134555
g,2004,BF,ghwealj992,0.791788189212298
g,2005,BF,ghwealj992,0.78937100417275
g,2006,BF,ghwealj992,0.785019695039239
g,2007,BF,ghwealj992,0.782486943183898
g,2008,BF,ghwealj992,0.780042123495889
g,2009,BF,ghwealj992,0.778561612344788
g,2010,BF,ghwealj992,0.77114100191605
g,2011,BF,ghwealj992,0.762062523877347
g,2012,BF,ghwealj992,0.756408960982867
g,2013,BF,ghwealj992,0.752623894090078
g,2014,BF,ghwealj992,0.749681529938158
g,2015,BF,ghwealj992,0.749590892684097
g,2016,BF,ghwealj992,0.749756022241542
g,2017,BF,ghwealj992,0.749756022241542
g,2018,BF,ghwealj992,0.749614625316013
g,2019,BF,ghwealj992,0.749614625316013
g,2020,BF,ghwealj992,0.749614625316013
g,2021,BF,ghwealj992,0.749681529938158
g,2022,BF,ghwealj992,0.750252384034781
g,1995,BG,ghwealj992,0.730686248108739
g,1996,BG,ghwealj992,0.728612756875677
g,1997,BG,ghwealj992,0.727131817375849
g,1998,BG,ghwealj992,0.724853364446943
g,1999,BG,ghwealj992,0.722826640712597
g,2000,BG,ghwealj992,0.722128836764284
g,2001,BG,ghwealj992,0.723305534275553
g,2002,BG,ghwealj992,0.728270918559033
g,2003,BG,ghwealj992,0.727344994286113
g,2004,BG,ghwealj992,0.727238869399415
g,2005,BG,ghwealj992,0.72704692430149
g,2006,BG,ghwealj992,0.726025416268271
g,2007,BG,ghwealj992,0.724064896408535
g,2008,BG,ghwealj992,0.72311916246845
g,2009,BG,ghwealj992,0.725515995880386
g,2010,BG,ghwealj992,0.725454088154351
g,2011,BG,ghwealj992,0.725515995880386
g,2012,BG,ghwealj992,0.727844996713259
g,2013,BG,ghwealj992,0.726254416092146
g,2014,BG,ghwealj992,0.728450634754822
g,2015,BG,ghwealj992,0.729924790890777
g,2016,BG,ghwealj992,0.732874891070423
g,2017,BG,ghwealj992,0.73756170245295
g,2018,BG,ghwealj992,0.738583793708031
g,2019,BG,ghwealj992,0.738174634063213
g,2020,BG,ghwealj992,0.738200773160074
g,2021,BG,ghwealj992,0.738200773160074
g,2022,BG,ghwealj992,0.741162390407027
g,1995,BH,ghwealj992,0.840684273777697
g,1996,BH,ghwealj992,0.839438249281784
g,1997,BH,ghwealj992,0.797997339297211
g,1998,BH,ghwealj992,0.79794786662714
g,1999,BH,ghwealj992,0.797869128529783
g,2000,BH,ghwealj992,0.797839584392193
g,2001,BH,ghwealj992,0.797821301977081
g,2002,BH,ghwealj992,0.797801222622098
g,2003,BH,ghwealj992,0.797782705216378
g,2004,BH,ghwealj992,0.797694068452984
g,2005,BH,ghwealj992,0.797660097065091
g,2006,BH,ghwealj992,0.797610433130529
g,2007,BH,ghwealj992,0.797525310600832
g,2008,BH,ghwealj992,0.797525310600832
g,2009,BH,ghwealj992,0.797367709835697
g,2010,BH,ghwealj992,0.797337028839564
g,2011,BH,ghwealj992,0.797304321693304
g,2012,BH,ghwealj992,0.797304321693304
g,2013,BH,ghwealj992,0.797247560623731
g,2014,BH,ghwealj992,0.796988885998445
g,2015,BH,ghwealj992,0.796506589086619
g,2016,BH,ghwealj992,0.796506589086619
g,2017,BH,ghwealj992,0.796788775505746
g,2018,BH,ghwealj992,0.796788775505746
g,2019,BH,ghwealj992,0.796808576690353
g,2020,BH,ghwealj992,0.796808576690353
g,2021,BH,ghwealj992,0.796911217984132
g,2022,BH,ghwealj992,0.797808991762821
g,1995,BI,ghwealj992,0.748013362576188
g,1996,BI,ghwealj992,0.7539315743565
g,1997,BI,ghwealj992,0.767005902134571
g,1998,BI,ghwealj992,0.782659484388546
g,1999,BI,ghwealj992,0.776336057203991
g,2000,BI,ghwealj992,0.766497315819066
g,2001,BI,ghwealj992,0.756645949460022
g,2002,BI,ghwealj992,0.752908973938787
g,2003,BI,ghwealj992,0.74912770795342
g,2004,BI,ghwealj992,0.747043898019911
g,2005,BI,ghwealj992,0.744522547248408
g,2006,BI,ghwealj992,0.742677590199349
g,2007,BI,ghwealj992,0.7442650060446
g,2008,BI,ghwealj992,0.746007523547007
g,2009,BI,ghwealj992,0.747289927777786
g,2010,BI,ghwealj992,0.748860455510112
g,2011,BI,ghwealj992,0.750936385794205
g,2012,BI,ghwealj992,0.753870957675701
g,2013,BI,ghwealj992,0.75633166702994
g,2014,BI,ghwealj992,0.75633166702994
g,2015,BI,ghwealj992,0.756355129509075
g,2016,BI,ghwealj992,0.756355129509075
g,2017,BI,ghwealj992,0.756355129509075
g,2018,BI,ghwealj992,0.756369765137265
g,2019,BI,ghwealj992,0.756394054976454
g,2020,BI,ghwealj992,0.756394054976454
g,2021,BI,ghwealj992,0.756394054976454
g,2022,BI,ghwealj992,0.757027295203784
g,1995,BJ,ghwealj992,0.760536684867276
g,1996,BJ,ghwealj992,0.760576591099948
g,1997,BJ,ghwealj992,0.760549742228818
g,1998,BJ,ghwealj992,0.760731527382035
g,1999,BJ,ghwealj992,0.760731527382035
g,2000,BJ,ghwealj992,0.760731527382035
g,2001,BJ,ghwealj992,0.760549742228818
g,2002,BJ,ghwealj992,0.760552793142324
g,2003,BJ,ghwealj992,0.760576591099948
g,2004,BJ,ghwealj992,0.767005902134571
g,2005,BJ,ghwealj992,0.773840496010678
g,2006,BJ,ghwealj992,0.77778668219247
g,2007,BJ,ghwealj992,0.781552751914688
g,2008,BJ,ghwealj992,0.785997255833024
g,2009,BJ,ghwealj992,0.791974539378828
g,2010,BJ,ghwealj992,0.797637143734391
g,2011,BJ,ghwealj992,0.805652090371268
g,2012,BJ,ghwealj992,0.824931919790743
g,2013,BJ,ghwealj992,0.833428738960322
g,2014,BJ,ghwealj992,0.844526587544664
g,2015,BJ,ghwealj992,0.853550923024329
g,2016,BJ,ghwealj992,0.853550923024329
g,2017,BJ,ghwealj992,0.853564852369004
g,2018,BJ,ghwealj992,0.853959704153738
g,2019,BJ,ghwealj992,0.853959704153738
g,2020,BJ,ghwealj992,0.853986077936071
g,2021,BJ,ghwealj992,0.854083376139016
g,2022,BJ,ghwealj992,0.85544027130473
g,1995,BN,ghwealj992,0.742416478701585
g,1996,BN,ghwealj992,0.742416478701585
g,1997,BN,ghwealj992,0.795179640180777
g,1998,BN,ghwealj992,0.794946677593089
g,1999,BN,ghwealj992,0.742495675876853
g,2000,BN,ghwealj992,0.742495675876853
g,2001,BN,ghwealj992,0.742495675876853
g,2002,BN,ghwealj992,0.742495675876853
g,2003,BN,ghwealj992,0.742061785678786
g,2004,BN,ghwealj992,0.74178642091448
g,2005,BN,ghwealj992,0.743689927573797
g,2006,BN,ghwealj992,0.745621059759884
g,2007,BN,ghwealj992,0.746807087344678
g,2008,BN,ghwealj992,0.744214332783343
g,2009,BN,ghwealj992,0.741000062942831
g,2010,BN,ghwealj992,0.739616739141482
g,2011,BN,ghwealj992,0.73780896582754
g,2012,BN,ghwealj992,0.735032595554841
g,2013,BN,ghwealj992,0.733639134536233
g,2014,BN,ghwealj992,0.732154129837099
g,2015,BN,ghwealj992,0.732154129837099
g,2016,BN,ghwealj992,0.732154129837099
g,2017,BN,ghwealj992,0.732179017815739
g,2018,BN,ghwealj992,0.732229252448647
g,2019,BN,ghwealj992,0.732313928419998
g,2020,BN,ghwealj992,0.732313928419998
g,2021,BN,ghwealj992,0.732340498352656
g,2022,BN,ghwealj992,0.732835319471008
g,1995,BO,ghwealj992,0.817292594154111
g,1996,BO,ghwealj992,0.817416263609942
g,1997,BO,ghwealj992,0.81743379790683
g,1998,BO,ghwealj992,0.81743379790683
g,1999,BO,ghwealj992,0.817565430685448
g,2000,BO,ghwealj992,0.817565430685448
g,2001,BO,ghwealj992,0.817583639373908
g,2002,BO,ghwealj992,0.8178644135036
g,2003,BO,ghwealj992,0.828897197916859
g,2004,BO,ghwealj992,0.814356704309375
g,2005,BO,ghwealj992,0.807052775550318
g,2006,BO,ghwealj992,0.827676365827756
g,2007,BO,ghwealj992,0.834555905690451
g,2008,BO,ghwealj992,0.823672516302565
g,2009,BO,ghwealj992,0.802690335655939
g,2010,BO,ghwealj992,0.79338887543031
g,2011,BO,ghwealj992,0.799914886584276
g,2012,BO,ghwealj992,0.775110491796738
g,2013,BO,ghwealj992,0.787607798474426
g,2014,BO,ghwealj992,0.780042123495889
g,2015,BO,ghwealj992,0.777801601607223
g,2016,BO,ghwealj992,0.771709805516565
g,2017,BO,ghwealj992,0.762979461189047
g,2018,BO,ghwealj992,0.75755867365416
g,2019,BO,ghwealj992,0.756795873915877
g,2020,BO,ghwealj992,0.756904674749791
g,2021,BO,ghwealj992,0.756949604859443
g,2022,BO,ghwealj992,0.757585232083699
g,1995,BR,ghwealj992,0.853907802010497
g,1996,BR,ghwealj992,0.854333776540557
g,1997,BR,ghwealj992,0.852715935848749
g,1998,BR,ghwealj992,0.853182495270403
g,1999,BR,ghwealj992,0.852857349760228
g,2000,BR,ghwealj992,0.854094438936727
g,2001,BR,ghwealj992,0.852908983460225
g,2002,BR,ghwealj992,0.841905020728177
g,2003,BR,ghwealj992,0.855977200744064
g,2004,BR,ghwealj992,0.875773321081624
g,2005,BR,ghwealj992,0.887471665329599
g,2006,BR,ghwealj992,0.867083089886478
g,2007,BR,ghwealj992,0.856441966629177
g,2008,BR,ghwealj992,0.870867784823133
g,2009,BR,ghwealj992,0.893823374925489
g,2010,BR,ghwealj992,0.883305156383415
g,2011,BR,ghwealj992,0.890086428866425
g,2012,BR,ghwealj992,0.892778998181655
g,2013,BR,ghwealj992,0.864071849156687
g,2014,BR,ghwealj992,0.881342651563443
g,2015,BR,ghwealj992,0.870708803744037
g,2016,BR,ghwealj992,0.8595382128849
g,2017,BR,ghwealj992,0.878906074598149
g,2018,BR,ghwealj992,0.900206386664422
g,2019,BR,ghwealj992,0.900284014071019
g,2020,BR,ghwealj992,0.89901893693758
g,2021,BR,ghwealj992,0.901363700538525
g,2022,BR,ghwealj992,0.903007751751375
g,1995,BS,ghwealj992,0.817913995162201
g,1996,BS,ghwealj992,0.818099421167432
g,1997,BS,ghwealj992,0.818149649795743
g,1998,BS,ghwealj992,0.818237206644284
g,1999,BS,ghwealj992,0.81844207942035
g,2000,BS,ghwealj992,0.818460111554629
g,2001,BS,ghwealj992,0.818478933469891
g,2002,BS,ghwealj992,0.818514863012268
g,2003,BS,ghwealj992,0.828931360964475
g,2004,BS,ghwealj992,0.81405413270943
g,2005,BS,ghwealj992,0.807052481178602
g,2006,BS,ghwealj992,0.828194637357939
g,2007,BS,ghwealj992,0.834578339138005
g,2008,BS,ghwealj992,0.823690035773069
g,2009,BS,ghwealj992,0.803075866386109
g,2010,BS,ghwealj992,0.793411218809723
g,2011,BS,ghwealj992,0.80004777304265
g,2012,BS,ghwealj992,0.775160965870356
g,2013,BS,ghwealj992,0.787174801519598
g,2014,BS,ghwealj992,0.780086061123768
g,2015,BS,ghwealj992,0.777823291305026
g,2016,BS,ghwealj992,0.77176147814518
g,2017,BS,ghwealj992,0.763273152269534
g,2018,BS,ghwealj992,0.75755867365416
g,2019,BS,ghwealj992,0.75757996456133
g,2020,BS,ghwealj992,0.75757996456133
g,2021,BS,ghwealj992,0.757596460903471
g,2022,BS,ghwealj992,0.758232470672084
g,1995,BT,ghwealj992,0.765740140131896
g,1996,BT,ghwealj992,0.765763263423395
g,1997,BT,ghwealj992,0.765885810391268
g,1998,BT,ghwealj992,0.765710581212005
g,1999,BT,ghwealj992,0.766220818791169
g,2000,BT,ghwealj992,0.766343028644712
g,2001,BT,ghwealj992,0.766322043008813
g,2002,BT,ghwealj992,0.766611562818213
g,2003,BT,ghwealj992,0.768207214039705
g,2004,BT,ghwealj992,0.753631331299545
g,2005,BT,ghwealj992,0.748230363339104
g,2006,BT,ghwealj992,0.744252298465142
g,2007,BT,ghwealj992,0.741881515859092
g,2008,BT,ghwealj992,0.743235001357704
g,2009,BT,ghwealj992,0.744299986719284
g,2010,BT,ghwealj992,0.746709537566488
g,2011,BT,ghwealj992,0.747496036678427
