year,country,variable,value
1990,FM,npopuli999,98603
1991,FM,npopuli999,100427
1992,FM,npopuli999,102893
1993,FM,npopuli999,106030
1994,FM,npopuli999,108844
1995,FM,npopuli999,110328
1996,FM,npopuli999,110785
1997,FM,npopuli999,111133
1998,FM,npopuli999,111406
1999,FM,npopuli999,111539
2000,FM,npopuli999,111709
2001,FM,npopuli999,111948
2002,FM,npopuli999,111992
2003,FM,npopuli999,111805
2004,FM,npopuli999,111438
2005,FM,npopuli999,110940
2006,FM,npopuli999,110301
2007,FM,npopuli999,109532
2008,FM,npopuli999,108704
2009,FM,npopuli999,107868
2010,FM,npopuli999,107588
2011,FM,npopuli999,107887
2012,FM,npopuli999,108232
2013,FM,npopuli999,108609
2014,FM,npopuli999,109024
2015,FM,npopuli999,109462
2016,FM,npopuli999,109925
2017,FM,npopuli999,110430
2018,FM,npopuli999,110929
2019,FM,npopuli999,111379
2020,FM,npopuli999,112106
2021,FM,npopuli999,113131
2022,FM,npopuli999,114164
1980,FO,npopuli999,43054
1981,FO,npopuli999,43613
1982,FO,npopuli999,44164
1983,FO,npopuli999,44669
1984,FO,npopuli999,45135
1985,FO,npopuli999,45575
1986,FO,npopuli999,46011
1987,FO,npopuli999,46477
1988,FO,npopuli999,46959
1989,FO,npopuli999,47490
1990,FO,npopuli999,47479
1991,FO,npopuli999,46810
1992,FO,npopuli999,46005
1993,FO,npopuli999,45096
1994,FO,npopuli999,44131
1995,FO,npopuli999,43805
1996,FO,npopuli999,44138
1997,FO,npopuli999,44495
1998,FO,npopuli999,44865
1999,FO,npopuli999,45203
2000,FO,npopuli999,45660
2001,FO,npopuli999,46245
2002,FO,npopuli999,46813
2003,FO,npopuli999,47392
2004,FO,npopuli999,47989
2005,FO,npopuli999,48291
2006,FO,npopuli999,48313
2007,FO,npopuli999,48361
2008,FO,npopuli999,48411
2009,FO,npopuli999,48429
2010,FO,npopuli999,48410
2011,FO,npopuli999,48386
2012,FO,npopuli999,48392
2013,FO,npopuli999,48418
2014,FO,npopuli999,48465
2015,FO,npopuli999,48816
2016,FO,npopuli999,49500
2017,FO,npopuli999,50230
2018,FO,npopuli999,50955
2019,FO,npopuli999,51681
2020,FO,npopuli999,52415
2021,FO,npopuli999,52889
2022,FO,npopuli999,53090
1980,FR,npopuli999,54971836.3909741
1981,FR,npopuli999,55290448.6100562
1982,FR,npopuli999,55618573.8276209
1983,FR,npopuli999,55955687.1152508
1984,FR,npopuli999,56221173.5897225
1985,FR,npopuli999,56504809.0774347
1986,FR,npopuli999,56779873.4780705
1987,FR,npopuli999,57072097.002141
1988,FR,npopuli999,57378643.0243934
1989,FR,npopuli999,57705152.8878202
1990,FR,npopuli999,58035445.3158042
1991,FR,npopuli999,58320807.8179019
1992,FR,npopuli999,58612732.0781101
1993,FR,npopuli999,58894627.3716621
1994,FR,npopuli999,59113396.5008267
1995,FR,npopuli999,59324435.9102997
1996,FR,npopuli999,59531789.7469029
1997,FR,npopuli999,59736602.2882088
1998,FR,npopuli999,59945095.686566
1999,FR,npopuli999,60166764.9249601
2000,FR,npopuli999,60545335.2266306
2001,FR,npopuli999,60970280.9657942
2002,FR,npopuli999,61406144.9569486
2003,FR,npopuli999,61838482.5893408
2004,FR,npopuli999,62257572.5817189
2005,FR,npopuli999,62634126.5021003
2006,FR,npopuli999,62995133.7873279
2007,FR,npopuli999,63387495.941814
2008,FR,npopuli999,63723196.6949086
2009,FR,npopuli999,64048540.1992145
2010,FR,npopuli999,64325268.8973012
2011,FR,npopuli999,64669444
2012,FR,npopuli999,64978936
2013,FR,npopuli999,65257024
2014,FR,npopuli999,65530096
2015,FR,npopuli999,65771016
2016,FR,npopuli999,65966072
2017,FR,npopuli999,66140384
2018,FR,npopuli999,66297272
2019,FR,npopuli999,66442484
2020,FR,npopuli999,66547084
2021,FR,npopuli999,66622220
2022,FR,npopuli999,66740480
1980,GA,npopuli999,749078
1981,GA,npopuli999,768904
1982,GA,npopuli999,789585
1983,GA,npopuli999,811098
1984,GA,npopuli999,833417
1985,GA,npopuli999,856482
1986,GA,npopuli999,880340
1987,GA,npopuli999,905016
1988,GA,npopuli999,930464
1989,GA,npopuli999,956509
1990,GA,npopuli999,983028
1991,GA,npopuli999,1009995
1992,GA,npopuli999,1037446
1993,GA,npopuli999,1065390
1994,GA,npopuli999,1093611
1995,GA,npopuli999,1121964
1996,GA,npopuli999,1150601
1997,GA,npopuli999,1179806
1998,GA,npopuli999,1209832
1999,GA,npopuli999,1240764
2000,GA,npopuli999,1272935
2001,GA,npopuli999,1306590
2002,GA,npopuli999,1341696
2003,GA,npopuli999,1378398
2004,GA,npopuli999,1417110
2005,GA,npopuli999,1458353
2006,GA,npopuli999,1502534
2007,GA,npopuli999,1549774
2008,GA,npopuli999,1599978
2009,GA,npopuli999,1653542
2010,GA,npopuli999,1711105
2011,GA,npopuli999,1772500
2012,GA,npopuli999,1836705
2013,GA,npopuli999,1902226
2014,GA,npopuli999,1966855
2015,GA,npopuli999,2028517
2016,GA,npopuli999,2086206
2017,GA,npopuli999,2140215
2018,GA,npopuli999,2192012
2019,GA,npopuli999,2242785
2020,GA,npopuli999,2292573
2021,GA,npopuli999,2341179
2022,GA,npopuli999,2388992
1980,GB,npopuli999,56330000
1981,GB,npopuli999,56358000
1982,GB,npopuli999,56291000
1983,GB,npopuli999,56316000
1984,GB,npopuli999,56409000
1985,GB,npopuli999,56554000
1986,GB,npopuli999,56684000
1987,GB,npopuli999,56804000
1988,GB,npopuli999,56916000
1989,GB,npopuli999,57077000
1990,GB,npopuli999,57238000
1991,GB,npopuli999,57439000
1992,GB,npopuli999,57585000
1993,GB,npopuli999,57714000
1994,GB,npopuli999,57862000
1995,GB,npopuli999,58025000
1996,GB,npopuli999,58164000
1997,GB,npopuli999,58314000
1998,GB,npopuli999,58475000
1999,GB,npopuli999,58684000
2000,GB,npopuli999,58886000
2001,GB,npopuli999,59113000
2002,GB,npopuli999,59366000
2003,GB,npopuli999,59637000
2004,GB,npopuli999,59950000
2005,GB,npopuli999,60413000
2006,GB,npopuli999,60827000
2007,GB,npopuli999,61319000
2008,GB,npopuli999,61824000
2009,GB,npopuli999,62260000
2010,GB,npopuli999,62759000
2011,GB,npopuli999,63285000
2012,GB,npopuli999,63705000
2013,GB,npopuli999,64106000
2014,GB,npopuli999,64575768
2015,GB,npopuli999,65025252
2016,GB,npopuli999,65454776
2017,GB,npopuli999,65863128
2018,GB,npopuli999,66230188
2019,GB,npopuli999,66574804
2020,GB,npopuli999,66854756
2021,GB,npopuli999,67075652
2022,GB,npopuli999,67302848
1980,GD,npopuli999,94838
1981,GD,npopuli999,95222
1982,GD,npopuli999,96534
1983,GD,npopuli999,98177
1984,GD,npopuli999,99618
1985,GD,npopuli999,100576
1986,GD,npopuli999,100893
1987,GD,npopuli999,100599
1988,GD,npopuli999,99877
1989,GD,npopuli999,99224
1990,GD,npopuli999,99047
1991,GD,npopuli999,99758
1992,GD,npopuli999,101040
1993,GD,npopuli999,102173
1994,GD,npopuli999,103174
1995,GD,npopuli999,104060
1996,GD,npopuli999,104846
1997,GD,npopuli999,105549
1998,GD,npopuli999,106200
1999,GD,npopuli999,106823
2000,GD,npopuli999,107432
2001,GD,npopuli999,107936
2002,GD,npopuli999,108231
2003,GD,npopuli999,108740
2004,GD,npopuli999,109516
2005,GD,npopuli999,110254
2006,GD,npopuli999,110988
2007,GD,npopuli999,111725
2008,GD,npopuli999,112478
2009,GD,npopuli999,113249
2010,GD,npopuli999,114039
2011,GD,npopuli999,114918
2012,GD,npopuli999,115912
2013,GD,npopuli999,116945
2014,GD,npopuli999,117972
2015,GD,npopuli999,118980
2016,GD,npopuli999,119966
2017,GD,npopuli999,120921
2018,GD,npopuli999,121838
2019,GD,npopuli999,122724
2020,GD,npopuli999,123663
2021,GD,npopuli999,124610
2022,GD,npopuli999,125438
1980,GE,npopuli999,5145843
1981,GE,npopuli999,5181893
1982,GE,npopuli999,5219538
1983,GE,npopuli999,5259444
1984,GE,npopuli999,5299787
1985,GE,npopuli999,5338867
1986,GE,npopuli999,5377672
1987,GE,npopuli999,5415383
1988,GE,npopuli999,5450139
1989,GE,npopuli999,5445481
1990,GE,npopuli999,5391636
1991,GE,npopuli999,5322105
1992,GE,npopuli999,5239328
1993,GE,npopuli999,5127511
1994,GE,npopuli999,4997913
1995,GE,npopuli999,4877676
1996,GE,npopuli999,4761272
1997,GE,npopuli999,4640032
1998,GE,npopuli999,4518405
1999,GE,npopuli999,4394501
2000,GE,npopuli999,4265172
2001,GE,npopuli999,4144481
2002,GE,npopuli999,4061128
2003,GE,npopuli999,4017825
2004,GE,npopuli999,3988860
2005,GE,npopuli999,3961182
2006,GE,npopuli999,3933867
2007,GE,npopuli999,3906470
2008,GE,npopuli999,3879698
2009,GE,npopuli999,3855200
2010,GE,npopuli999,3836831
2011,GE,npopuli999,3821662
2012,GE,npopuli999,3804356
2013,GE,npopuli999,3786023
2014,GE,npopuli999,3774235
2015,GE,npopuli999,3771132
2016,GE,npopuli999,3771110
2017,GE,npopuli999,3771900
2018,GE,npopuli999,3772325
2019,GE,npopuli999,3770811
2020,GE,npopuli999,3765912
2021,GE,npopuli999,3757980
2022,GE,npopuli999,3744385
1980,GG,npopuli999,52860
1981,GG,npopuli999,52922
1982,GG,npopuli999,53255
1983,GG,npopuli999,53666
1984,GG,npopuli999,54104
1985,GG,npopuli999,54577
1986,GG,npopuli999,55096
1987,GG,npopuli999,55691
1988,GG,npopuli999,56338
1989,GG,npopuli999,57018
1990,GG,npopuli999,57727
1991,GG,npopuli999,58187
1992,GG,npopuli999,58288
1993,GG,npopuli999,58295
1994,GG,npopuli999,58288
1995,GG,npopuli999,58269
1996,GG,npopuli999,58346
1997,GG,npopuli999,58531
1998,GG,npopuli999,58724
1999,GG,npopuli999,58920
2000,GG,npopuli999,59114
2001,GG,npopuli999,59288
2002,GG,npopuli999,59445
2003,GG,npopuli999,59581
2004,GG,npopuli999,59716
2005,GG,npopuli999,59862
2006,GG,npopuli999,60022
2007,GG,npopuli999,60196
2008,GG,npopuli999,60381
2009,GG,npopuli999,60586
2010,GG,npopuli999,60782
2011,GG,npopuli999,60980
2012,GG,npopuli999,61198
2013,GG,npopuli999,61388
2014,GG,npopuli999,61539
2015,GG,npopuli999,61629
2016,GG,npopuli999,61586
2017,GG,npopuli999,61600
2018,GG,npopuli999,61886
2019,GG,npopuli999,62365
2020,GG,npopuli999,62794
2021,GG,npopuli999,63065
2022,GG,npopuli999,63301
1980,GH,npopuli999,11865246
1981,GH,npopuli999,12212960
1982,GH,npopuli999,12584976
1983,GH,npopuli999,12984131
1984,GH,npopuli999,13342487
1985,GH,npopuli999,13651443
1986,GH,npopuli999,13971682
1987,GH,npopuli999,14310790
1988,GH,npopuli999,14671677
1989,GH,npopuli999,15052447
1990,GH,npopuli999,15446982
1991,GH,npopuli999,15843471
1992,GH,npopuli999,16241548
1993,GH,npopuli999,16643633
1994,GH,npopuli999,17040854
1995,GH,npopuli999,17438874
1996,GH,npopuli999,17844010
1997,GH,npopuli999,18268040
1998,GH,npopuli999,18714708
1999,GH,npopuli999,19176792
2000,GH,npopuli999,19665502
2001,GH,npopuli999,20195576
2002,GH,npopuli999,20758326
2003,GH,npopuli999,21329514
2004,GH,npopuli999,21906444
2005,GH,npopuli999,22496952
2006,GH,npopuli999,23098586
2007,GH,npopuli999,23708320
2008,GH,npopuli999,24326088
2009,GH,npopuli999,24950762
2010,GH,npopuli999,25574720
2011,GH,npopuli999,26205940
2012,GH,npopuli999,26858762
2013,GH,npopuli999,27525596
2014,GH,npopuli999,28196358
2015,GH,npopuli999,28870940
2016,GH,npopuli999,29554304
2017,GH,npopuli999,30222262
2018,GH,npopuli999,30870640
2019,GH,npopuli999,31522290
2020,GH,npopuli999,32180400
2021,GH,npopuli999,32833032
2022,GH,npopuli999,33475870
1980,GI,npopuli999,28734
1981,GI,npopuli999,28819
1982,GI,npopuli999,28863
1983,GI,npopuli999,28855
1984,GI,npopuli999,28788
1985,GI,npopuli999,28674
1986,GI,npopuli999,28506
1987,GI,npopuli999,28272
1988,GI,npopuli999,28000
1989,GI,npopuli999,27688
1990,GI,npopuli999,27317
1991,GI,npopuli999,26988
1992,GI,npopuli999,26945
1993,GI,npopuli999,27118
1994,GI,npopuli999,27282
1995,GI,npopuli999,27412
1996,GI,npopuli999,27491
1997,GI,npopuli999,27564
1998,GI,npopuli999,27636
1999,GI,npopuli999,27695
2000,GI,npopuli999,27741
2001,GI,npopuli999,27721
2002,GI,npopuli999,27892
2003,GI,npopuli999,28301
2004,GI,npopuli999,28716
2005,GI,npopuli999,29155
2006,GI,npopuli999,29587
2007,GI,npopuli999,29996
2008,GI,npopuli999,30398
2009,GI,npopuli999,30819
2010,GI,npopuli999,31262
2011,GI,npopuli999,31701
2012,GI,npopuli999,32160
2013,GI,npopuli999,32411
2014,GI,npopuli999,32452
2015,GI,npopuli999,32520
2016,GI,npopuli999,32565
2017,GI,npopuli999,32602
2018,GI,npopuli999,32648
2019,GI,npopuli999,32685
2020,GI,npopuli999,32709
2021,GI,npopuli999,32669
2022,GI,npopuli999,32649
1980,GL,npopuli999,50106
1981,GL,npopuli999,50719
1982,GL,npopuli999,51341
1983,GL,npopuli999,51984
1984,GL,npopuli999,52638
1985,GL,npopuli999,53220
1986,GL,npopuli999,53727
1987,GL,npopuli999,54248
1988,GL,npopuli999,54778
1989,GL,npopuli999,55298
1990,GL,npopuli999,55599
1991,GL,npopuli999,55657
1992,GL,npopuli999,55688
1993,GL,npopuli999,55708
1994,GL,npopuli999,55700
1995,GL,npopuli999,55788
1996,GL,npopuli999,55960
1997,GL,npopuli999,56072
1998,GL,npopuli999,56123
1999,GL,npopuli999,56106
2000,GL,npopuli999,56184
2001,GL,npopuli999,56386
2002,GL,npopuli999,56565
2003,GL,npopuli999,56728
2004,GL,npopuli999,56866
2005,GL,npopuli999,56887
2006,GL,npopuli999,56811
2007,GL,npopuli999,56708
2008,GL,npopuli999,56578
2009,GL,npopuli999,56442
2010,GL,npopuli999,56351
2011,GL,npopuli999,56288
2012,GL,npopuli999,56199
2013,GL,npopuli999,56089
2014,GL,npopuli999,55953
2015,GL,npopuli999,55895
2016,GL,npopuli999,55916
2017,GL,npopuli999,55928
2018,GL,npopuli999,55931
2019,GL,npopuli999,55931
2020,GL,npopuli999,56026
2021,GL,npopuli999,56243
2022,GL,npopuli999,56466
1980,GM,npopuli999,718586
1981,GM,npopuli999,742846
1982,GM,npopuli999,768272
1983,GM,npopuli999,795563
1984,GM,npopuli999,824798
1985,GM,npopuli999,855958
1986,GM,npopuli999,888980
1987,GM,npopuli999,923914
1988,GM,npopuli999,960837
1989,GM,npopuli999,999732
1990,GM,npopuli999,1040616
1991,GM,npopuli999,1083536
1992,GM,npopuli999,1127152
1993,GM,npopuli999,1168309
1994,GM,npopuli999,1205882
1995,GM,npopuli999,1242155
1996,GM,npopuli999,1279070
1997,GM,npopuli999,1317002
1998,GM,npopuli999,1356189
1999,GM,npopuli999,1396499
2000,GM,npopuli999,1437539
2001,GM,npopuli999,1479449
2002,GM,npopuli999,1522223
2003,GM,npopuli999,1566257
2004,GM,npopuli999,1612225
2005,GM,npopuli999,1660368
2006,GM,npopuli999,1711294
2007,GM,npopuli999,1764883
2008,GM,npopuli999,1820542
2009,GM,npopuli999,1878119
2010,GM,npopuli999,1937275
2011,GM,npopuli999,1998212
2012,GM,npopuli999,2061014
2013,GM,npopuli999,2124869
2014,GM,npopuli999,2189019
2015,GM,npopuli999,2253133
2016,GM,npopuli999,2317206
2017,GM,npopuli999,2381182
2018,GM,npopuli999,2444916
2019,GM,npopuli999,2508883
2020,GM,npopuli999,2573995
2021,GM,npopuli999,2639916
2022,GM,npopuli999,2705992
1980,GN,npopuli999,4972609
1981,GN,npopuli999,5067427
1982,GN,npopuli999,5170731
1983,GN,npopuli999,5282274
1984,GN,npopuli999,5402084
1985,GN,npopuli999,5531661
1986,GN,npopuli999,5671380
1987,GN,npopuli999,5820774
1988,GN,npopuli999,5977175
1989,GN,npopuli999,6136166
1990,GN,npopuli999,6354145
1991,GN,npopuli999,6615734
1992,GN,npopuli999,6832195
1993,GN,npopuli999,7046097
1994,GN,npopuli999,7262112
1995,GN,npopuli999,7468347
1996,GN,npopuli999,7683115
1997,GN,npopuli999,7842806
1998,GN,npopuli999,7992545
1999,GN,npopuli999,8174897
2000,GN,npopuli999,8336967
2001,GN,npopuli999,8445717
2002,GN,npopuli999,8577790
2003,GN,npopuli999,8772254
2004,GN,npopuli999,8961039
2005,GN,npopuli999,9140114
2006,GN,npopuli999,9330625
2007,GN,npopuli999,9547082
2008,GN,npopuli999,9779785
2009,GN,npopuli999,10021323
2010,GN,npopuli999,10270728
2011,GN,npopuli999,10527712
2012,GN,npopuli999,10788692
2013,GN,npopuli999,11055430
2014,GN,npopuli999,11333365
2015,GN,npopuli999,11625998
2016,GN,npopuli999,11930985
2017,GN,npopuli999,12240789
2018,GN,npopuli999,12554864
2019,GN,npopuli999,12877539
2020,GN,npopuli999,13205153
2021,GN,npopuli999,13531906
2022,GN,npopuli999,13859341
1980,GQ,npopuli999,282509
1981,GQ,npopuli999,296950
1982,GQ,npopuli999,315741
1983,GQ,npopuli999,336744
1984,GQ,npopuli999,357995
1985,GQ,npopuli999,378379
1986,GQ,npopuli999,397276
1987,GQ,npopuli999,414769
1988,GQ,npopuli999,431587
1989,GQ,npopuli999,448420
1990,GQ,npopuli999,465549
1991,GQ,npopuli999,483142
1992,GQ,npopuli999,501334
1993,GQ,npopuli999,520236
1994,GQ,npopuli999,539992
1995,GQ,npopuli999,560740
1996,GQ,npopuli999,582573
1997,GQ,npopuli999,605570
1998,GQ,npopuli999,629734
1999,GQ,npopuli999,655029
2000,GQ,npopuli999,684977
2001,GQ,npopuli999,719270
2002,GQ,npopuli999,754115
2003,GQ,npopuli999,789681
2004,GQ,npopuli999,826355
2005,GQ,npopuli999,864726
2006,GQ,npopuli999,905418
2007,GQ,npopuli999,948814
2008,GQ,npopuli999,994971
2009,GQ,npopuli999,1043686
2010,GQ,npopuli999,1094524
2011,GQ,npopuli999,1144588
2012,GQ,npopuli999,1193636
2013,GQ,npopuli999,1243941
2014,GQ,npopuli999,1295183
2015,GQ,npopuli999,1346973
2016,GQ,npopuli999,1398927
2017,GQ,npopuli999,1450694
2018,GQ,npopuli999,1502091
2019,GQ,npopuli999,1553031
2020,GQ,npopuli999,1596049
2021,GQ,npopuli999,1634466
2022,GQ,npopuli999,1674908
1980,GR,npopuli999,9642505
1981,GR,npopuli999,9729350
1982,GR,npopuli999,9789513
1983,GR,npopuli999,9846627
1984,GR,npopuli999,9895801
1985,GR,npopuli999,9934294
1986,GR,npopuli999,9967264
1987,GR,npopuli999,10000644
1988,GR,npopuli999,10037037
1989,GR,npopuli999,10089550
1990,GR,npopuli999,10160551
1991,GR,npopuli999,10200000
1992,GR,npopuli999,10321883
1993,GR,npopuli999,10379453
1994,GR,npopuli999,10426289
1995,GR,npopuli999,10454019
1996,GR,npopuli999,10475878
1997,GR,npopuli999,10498836
1998,GR,npopuli999,10516366
1999,GR,npopuli999,10538086
2000,GR,npopuli999,10917457
2001,GR,npopuli999,10862146
2002,GR,npopuli999,10902005
2003,GR,npopuli999,10928091
2004,GR,npopuli999,10955163
2005,GR,npopuli999,10987352
2006,GR,npopuli999,11020393
2007,GR,npopuli999,11048499
2008,GR,npopuli999,11077863
2009,GR,npopuli999,11107024
2010,GR,npopuli999,11121383
2011,GR,npopuli999,11104995
2012,GR,npopuli999,11045039
2013,GR,npopuli999,10965241
2014,GR,npopuli999,10913466
2015,GR,npopuli999,10856876
2016,GR,npopuli999,10799712
2017,GR,npopuli999,10741931
2018,GR,npopuli999,10682700
2019,GR,npopuli999,10623177
2020,GR,npopuli999,10561098
2021,GR,npopuli999,10493920
2022,GR,npopuli999,10433245
1980,GT,npopuli999,6987767
1981,GT,npopuli999,7165502
1982,GT,npopuli999,7332790
1983,GT,npopuli999,7512048
1984,GT,npopuli999,7718971
1985,GT,npopuli999,7932185
1986,GT,npopuli999,8148185
1987,GT,npopuli999,8369359
1988,GT,npopuli999,8600111
1989,GT,npopuli999,8839538
1990,GT,npopuli999,9084780
1991,GT,npopuli999,9329557
1992,GT,npopuli999,9576630
1993,GT,npopuli999,9831868
1994,GT,npopuli999,10094921
1995,GT,npopuli999,10363090
1996,GT,npopuli999,10632293
1997,GT,npopuli999,10905381
1998,GT,npopuli999,11184032
1999,GT,npopuli999,11463504
2000,GT,npopuli999,11735894
2001,GT,npopuli999,12009194
2002,GT,npopuli999,12289856
2003,GT,npopuli999,12570504
2004,GT,npopuli999,12852436
2005,GT,npopuli999,13132814
2006,GT,npopuli999,13412406
2007,GT,npopuli999,13696606
2008,GT,npopuli999,13979451
2009,GT,npopuli999,14259411
2010,GT,npopuli999,14543121
2011,GT,npopuli999,14833453
2012,GT,npopuli999,15128306
2013,GT,npopuli999,15422662
2014,GT,npopuli999,15713740
2015,GT,npopuli999,16001107
2016,GT,npopuli999,16291004
2017,GT,npopuli999,16578723
2018,GT,npopuli999,16850176
2019,GT,npopuli999,17106338
2020,GT,npopuli999,17362718
2021,GT,npopuli999,17608484
2022,GT,npopuli999,17843908
1980,GU,npopuli999,110286
1981,GU,npopuli999,113221
1982,GU,npopuli999,116189
1983,GU,npopuli999,119067
1984,GU,npopuli999,121885
1985,GU,npopuli999,124675
1986,GU,npopuli999,127462
1987,GU,npopuli999,130259
1988,GU,npopuli999,133079
1989,GU,npopuli999,135759
1990,GU,npopuli999,138263
1991,GU,npopuli999,140739
1992,GU,npopuli999,143173
1993,GU,npopuli999,145541
1994,GU,npopuli999,147843
1995,GU,npopuli999,150094
1996,GU,npopuli999,152261
1997,GU,npopuli999,154330
1998,GU,npopuli999,156357
1999,GU,npopuli999,158395
2000,GU,npopuli999,160188
2001,GU,npopuli999,161524
2002,GU,npopuli999,162563
2003,GU,npopuli999,163385
2004,GU,npopuli999,164004
2005,GU,npopuli999,164430
2006,GU,npopuli999,164675
2007,GU,npopuli999,164763
2008,GU,npopuli999,164725
2009,GU,npopuli999,164580
2010,GU,npopuli999,164905
2011,GU,npopuli999,165649
2012,GU,npopuli999,166392
2013,GU,npopuli999,167054
2014,GU,npopuli999,167543
2015,GU,npopuli999,167978
2016,GU,npopuli999,168346
2017,GU,npopuli999,168606
2018,GU,npopuli999,168678
2019,GU,npopuli999,168624
2020,GU,npopuli999,169231
2021,GU,npopuli999,170534
2022,GU,npopuli999,171774
1980,GW,npopuli999,831462
1981,GW,npopuli999,844957
1982,GW,npopuli999,858630
1983,GW,npopuli999,872394
1984,GW,npopuli999,886210
1985,GW,npopuli999,900088
1986,GW,npopuli999,914122
1987,GW,npopuli999,928408
1988,GW,npopuli999,943080
1989,GW,npopuli999,958239
1990,GW,npopuli999,973551
1991,GW,npopuli999,993856
1992,GW,npopuli999,1022904
1993,GW,npopuli999,1056761
1994,GW,npopuli999,1089617
1995,GW,npopuli999,1117222
1996,GW,npopuli999,1140604
1997,GW,npopuli999,1162443
1998,GW,npopuli999,1184071
1999,GW,npopuli999,1206474
2000,GW,npopuli999,1230849
2001,GW,npopuli999,1257380
2002,GW,npopuli999,1285678
2003,GW,npopuli999,1315653
2004,GW,npopuli999,1347009
2005,GW,npopuli999,1379713
2006,GW,npopuli999,1414091
2007,GW,npopuli999,1450572
2008,GW,npopuli999,1488431
2009,GW,npopuli999,1527196
2010,GW,npopuli999,1567220
2011,GW,npopuli999,1609017
2012,GW,npopuli999,1652717
2013,GW,npopuli999,1697753
2014,GW,npopuli999,1743309
2015,GW,npopuli999,1788919
2016,GW,npopuli999,1834552
2017,GW,npopuli999,1879826
2018,GW,npopuli999,1924955
2019,GW,npopuli999,1970457
2020,GW,npopuli999,2015828
2021,GW,npopuli999,2060721
2022,GW,npopuli999,2105566
1980,GY,npopuli999,778176
1981,GY,npopuli999,779686
1982,GY,npopuli999,779639
1983,GY,npopuli999,778372
1984,GY,npopuli999,776007
1985,GY,npopuli999,772671
1986,GY,npopuli999,768508
1987,GY,npopuli999,763706
1988,GY,npopuli999,758450
1989,GY,npopuli999,752897
1990,GY,npopuli999,747116
1991,GY,npopuli999,744096
1992,GY,npopuli999,744998
1993,GY,npopuli999,747189
1994,GY,npopuli999,749546
1995,GY,npopuli999,751689
1996,GY,npopuli999,753571
1997,GY,npopuli999,755211
1998,GY,npopuli999,756697
1999,GY,npopuli999,758014
2000,GY,npopuli999,759051
2001,GY,npopuli999,759809
2002,GY,npopuli999,760323
2003,GY,npopuli999,760562
2004,GY,npopuli999,760424
2005,GY,npopuli999,759709
2006,GY,npopuli999,758367
2007,GY,npopuli999,756521
